,ASSETID,the_geom,INT_ID_FRO,INT_ID_TO,STNUM,MAPSHEET,ID,ADRF,ADRT,ZIP_R,ADLF,ADLT,ZIP_L,TDIR,STNAME,STSFX,SFXDIR,STNAME_A,STSFX_A,SECT_ID,SHAPE_Leng,SYMBOL,STREET_DES,PLANNING_S,TOOLTIP
166,58,"MULTILINESTRING ((-118.30900598143607 33.95111482001065, -118.30900604149808 33.95080708146483, -118.30900645205656 33.948671653111205))",1767,1779,1610,093A193,3068,9401,9599,90047,9400,9598,90047,S,WESTERN,AVE,,,,5901100,889.121839077,1,Major Highway - Class II,,WESTERN AVE  \nStreet Designation: Major Highway - Class II
167,59,"MULTILINESTRING ((-118.26295983987734 33.97207354179706, -118.26295836123656 33.97162013722419, -118.2629576401488 33.97139923975059, -118.26295686445016 33.97116641927845))",1356,1455,2504,102B205,2401,7501,7599,90001,7500,7598,90001,S,STANFORD,AVE,,,,5082900,330.122398184,4,Local Street,,STANFORD AVE  \nStreet Designation: Local Street
168,60,"MULTILINESTRING ((-118.2695307312811 33.970476238089375, -118.26952760620775 33.96963811870385))",1367,1459,2863,099B205,2408,7651,7699,90003,7650,7698,90003,S,SAN PEDRO,ST,,,,4761000,305.010965068,2,Secondary Highway,,SAN PEDRO ST  \nStreet Designation: Secondary Highway
169,61,"MULTILINESTRING ((-118.2739279545451 33.985144657712574, -118.27177517328559 33.985154964140406))",1485,1238,1044,105B205,2497,100,198,90003,101,199,90003,E,60TH,ST,,,,6589300,652.637375991,4,Local Street,,60TH ST  \nStreet Designation: Local Street
170,62,"MULTILINESTRING ((-118.27392808892623 33.98605277937369, -118.2739279545451 33.985144657712574))",1487,1485,4765,105B201,2500,5951,5999,90003,5950,5998,90003,S,MAIN,ST,,,,3411100,330.484452029,2,Secondary Highway,,MAIN ST  \nStreet Designation: Secondary Highway
171,63,"MULTILINESTRING ((-118.27392808892623 33.98605277937369, -118.27829336316928 33.98601236810349))",1487,1481,1047,105B201,2501,101,299,90003,100,298,90003,W,59TH,PL,,,,6581200,1323.42287311,3,Collector Street,,59TH PL  \nStreet Designation: Collector Street
172,64,"MULTILINESTRING ((-118.26519468309951 33.99247024518843, -118.26519176548703 33.99156483724117))",1152,1501,9090,108B205,2547,5501,5599,90011,5500,5598,90011,S,AVALON,BLVD,,,,0290000,329.497917015,1,Major Highway - Class II,,AVALON BLVD  \nStreet Designation: Major Highway - Class II
173,65,"MULTILINESTRING ((-118.28266704358794 33.979450032101646, -118.28377235561008 33.97944531514018))",1285,1626,1028,102B201,2857,501,599,90044,500,598,90044,W,66TH,ST,,,,6613100,335.108181823,4,Local Street,,66TH ST  \nStreet Designation: Local Street
174,66,"MULTILINESTRING ((-118.28377336050328 33.978293511659274, -118.28486196651106 33.97828893560266))",1629,1630,1026,102B201,2861,601,649,90044,600,648,90044,W,68TH,ST,,,,6618900,330.04768623,3,Collector Street,,68TH ST  \nStreet Designation: Collector Street
175,67,"MULTILINESTRING ((-118.27392449161451 33.97372503473436, -118.27392115500655 33.97297594623453))",1335,1344,4765,102B201,2199,7301,7325,90003,7304,7398,90003,S,MAIN,ST,,,,3412600,272.611069963,2,Secondary Highway,,MAIN ST  \nStreet Designation: Secondary Highway
176,68,"MULTILINESTRING ((-118.26078574453001 33.97299121762667, -118.26078424500591 33.97253781306776, -118.2607842437848 33.972537420928376, -118.2607827425459 33.97208401209448))",1341,1355,4522,102B205,2211,7401,7499,90001,7400,7498,90001,S,MCKINLEY,AVE,,,,3601000,330.15260852299997,3,Collector Street,,MCKINLEY AVE  \nStreet Designation: Collector Street
177,69,"MULTILINESTRING ((-118.26296287738458 33.97298072005583, -118.26296136435577 33.97252731552817, -118.26295983987734 33.97207354179706))",1343,1356,2504,102B205,2213,7401,7499,90001,7400,7498,90001,S,STANFORD,AVE,,,,5082800,330.142713317,4,Local Street,,STANFORD AVE  \nStreet Designation: Local Street
178,117,"MULTILINESTRING ((-118.29049945880696 33.84983261955745, -118.29292227978607 33.849828616275936))",2847,2795,6556,057B197,4866,901,999,90502,900,998,90502,W,FRANCISCO,ST,,,,2062200,735.678958371,4,Local Street,,FRANCISCO ST  \nStreet Designation: Local Street
179,70,"MULTILINESTRING ((-118.25858955863539 33.970280065271915, -118.25692247182533 33.9702879234119, -118.25639476981483 33.97029040710133))",1368,1369,1017,099B209,2225,900,1098,90001,901,1099,90001,E,76TH,PL,,,,6638000,665.490163945,4,Local Street,,76TH PL  \nStreet Designation: Local Street
180,71,"MULTILINESTRING ((-118.27394183834791 33.99333319835877, -118.2738455173825 33.993333892125264, -118.27332992696702 33.99333759421568, -118.27290962829812 33.99334060778087, -118.27012204739125 33.99336057750407))",1156,1405,1054,108B205,2268,100,298,90011,101,299,90011,E,54TH,ST,,,,6563800,1157.91858234,3,Collector Street,,54TH ST  \nStreet Designation: Collector Street
181,72,"MULTILINESTRING ((-118.24992703587579 33.99301380452827, -118.24992622500716 33.99254012957713, -118.2499254120656 33.99206690832813))",1137,1161,9137,108B209,2279,5501,5599,90011,5500,5598,90011,S,ASCOT,AVE,,,,0264600,344.595505372,4,Local Street,,ASCOT AVE  \nStreet Designation: Local Street
182,73,"MULTILINESTRING ((-118.2673250517197 33.9502034656873, -118.26732543044139 33.949713511314705, -118.26732580909935 33.94922300023491))",2020,2031,2114,093A205,3489,9501,9599,90003,9500,9598,90003,S,TOWNE,AVE,,,,5360500,356.81288418599996,4,Local Street,,TOWNE AVE  \nStreet Designation: Local Street
183,74,"MULTILINESTRING ((-118.25645387847324 33.94567198587903, -118.25466737776824 33.94567733992103, -118.25408112645133 33.94567909303526))",2095,2093,8077,090B209,3558,1100,1198,90002,1101,1199,90002,E,CENTURY,BLVD,,,,1065700,719.655608414,1,Major Highway - Class II,,CENTURY BLVD  \nStreet Designation: Major Highway - Class II
184,75,"MULTILINESTRING ((-118.2651578129877 33.93727211044789, -118.26460543951298 33.9372699375493, -118.26296376963323 33.93726347016605))",2198,2199,960,088-5A207,3654,600,698,90059,601,699,90059,E,109TH,ST,,,,6770300,665.523193366,4,Local Street,,109TH ST  \nStreet Designation: Local Street
185,76,"MULTILINESTRING ((-118.25409011109724 33.94491252544632, -118.25409942431124 33.94411563210851))",2100,2380,8079,090B209,3994,10101,10199,90002,10100,10198,90002,S,CENTRAL,AVE,,,,1060100,290.020781781,1,Major Highway - Class II,,CENTRAL AVE  \nStreet Designation: Major Highway - Class II
186,77,"MULTILINESTRING ((-118.23675232962577 33.94426125139772, -118.2367526100902 33.94417881251333, -118.23674906671556 33.9439397379996))",2109,2383,6214,091-5A215,3999,10201,10249,90002,10150,10198,90002,S,GRAPE,ST,,,,2329500,117.012564146,4,Local Street,,GRAPE ST  \nStreet Designation: Local Street
187,78,"MULTILINESTRING ((-118.25195899110015 33.936806083704994, -118.24751019227138 33.93682585136742, -118.24626765684245 33.93683133477133))",2204,2203,960,088-5A211,3659,1300,1598,90059,1307,1599,90059,E,109TH,ST,,,,6769800,1726.37729747,4,Local Street,,109TH ST  \nStreet Designation: Local Street
188,79,"MULTILINESTRING ((-118.25195899110015 33.936806083704994, -118.25197050516655 33.93579594489676))",2204,2215,5787,088-5A211,3672,10901,10999,90059,10900,10998,90059,S,HOOPER,AVE,,,,2657100,367.628583781,4,Local Street,,HOOPER AVE  \nStreet Designation: Local Street
189,80,"MULTILINESTRING ((-118.27386820791169 33.95462819817157, -118.27387248768368 33.95462818416082, -118.27445356991657 33.954626328141416, -118.2744614047131 33.9546263017273, -118.27767575759313 33.954615963805935, -118.27767645486148 33.95461596220078, -118.27819658107609 33.95461427998066))",2309,2308,990,094-5A203,3803,101,299,90003,100,298,90003,W,90TH,ST,,,,6709500,1312.65654177,4,Local Street,,90TH ST  \nStreet Designation: Local Street
190,81,"MULTILINESTRING ((-118.28122087835426 33.95425101903673, -118.28214688837743 33.954246997435945, -118.28269103832238 33.954244629952576))",2311,2312,988,094-5A201,3807,401,499,90003,400,498,90003,W,91ST,ST,,,,6712600,445.857023883,4,Local Street,,91ST ST  \nStreet Designation: Local Street
191,82,"MULTILINESTRING ((-118.26732166291063 33.95110038515265, -118.26728017384467 33.951100510014975, -118.26565587311666 33.95110538509194, -118.26514478249254 33.951106911843524))",2021,2328,983,094-5A207,3853,400,498,90003,401,499,90003,E,94TH,ST,,,,6723500,660.204984826,4,Local Street,,94TH ST  \nStreet Designation: Local Street
192,83,"MULTILINESTRING ((-118.31391801827505 33.946977005905076, -118.31430807668326 33.946975139929535, -118.31431444275898 33.946975183448785, -118.3143394730485 33.94697547887219, -118.31436420414579 33.94697612857039, -118.3143889211471 33.946977140387496, -118.31441361029862 33.94697851006583, -118.31443826302517 33.9469802404901, -118.31446288447876 33.94698233164685, -118.3144874574604 33.94698477642518, -118.3145119699603 33.94698757771869, -118.31453642369074 33.946990734091834, -118.31456080493548 33.94699425130516, -118.31458511193993 33.94699811934497, -118.31460933096099 33.94700233681603, -118.31463346374306 33.94700691086974, -118.31465749137526 33.94701183583074, -118.3146814155589 33.947017107401116, -118.3147052191325 33.94702272848816, -118.31472890892233 33.947028687624694, -118.3147524712391 33.94703499772699, -118.31477589057391 33.947041644523985, -118.31479917381763 33.94704863372239, -118.31482230379795 33.94705596536717, -118.31484527873872 33.94706362372004, -118.31486808322785 33.94707162027082, -118.31489072409158 33.94707994355235, -118.31491318246721 33.94708860076983, -118.31493546001313 33.947097576176155, -118.31495754474632 33.94710687982084, -118.31497943147755 33.94711650169946, -118.31500111504448 33.94712643896313, -118.31502258341581 33.94713668878118, -118.31504383660237 33.94714725401591, -118.31506486598046 33.947158124671766, -118.31508566124658 33.94716930077586, -118.31510622066219 33.947180776608114, -118.31512622238984 33.94719236409439, -118.31514660784129 33.9472046117775, -118.31516641842713 33.9472169697287, -118.315185969062 33.94722961172859, -118.31520524944789 33.94724253923536, -118.3152242595417 33.94725574079993, -118.3152431113046 33.94726930629378, -118.31559982937996 33.94753069057232))",1793,1791,976,093A191,3095,2001,2099,90047,2000,2098,90047,W,98TH,ST,,,,6739400,572.134487324,4,Local Street,,98TH ST  \nStreet Designation: Local Street
193,84,"MULTILINESTRING ((-118.28934641876847 33.94634697666968, -118.28934784455348 33.9455014158876))",1796,1801,8976,091-5A199,3112,9901,9999,90044,9900,9998,90044,S,BARING CROSS,ST,,,,0431400,307.71844858400004,4,Local Street,,BARING CROSS ST  \nStreet Designation: Local Street
194,85,"MULTILINESTRING ((-118.31664633927278 33.95453024037092, -118.31772524571035 33.9545313246841))",1876,1875,988,094-5A191,3285,2151,2199,90047,2150,2198,90047,W,91ST,ST,,,,6714600,327.195820496,4,Local Street,,91ST ST  \nStreet Designation: Local Street
195,86,"MULTILINESTRING ((-118.3167045326412 33.95123258482083, -118.3177235222753 33.95123355013091))",1868,1878,983,094-5A191,3291,2151,2199,90047,2150,2198,90047,W,94TH,ST,,,,6725700,309.037222188,4,Local Street,,94TH ST  \nStreet Designation: Local Street
196,87,"MULTILINESTRING ((-118.31700148017187 33.95802003714128, -118.31700080767439 33.95634433362109))",1887,1888,6128,096A191,3301,8801,8899,90047,8800,8898,90047,S,HAAS,AVE,,,,2378000,609.824819395,4,Local Street,,HAAS AVE  \nStreet Designation: Local Street
197,88,"MULTILINESTRING ((-118.31772429384162 33.952717409403256, -118.3177235222753 33.95123355013091))",1873,1878,1933,094-5A191,3323,9201,9299,90305,9200,9298,90047,S,VAN NESS,AVE,,,,5509400,540.008779586,2,Secondary Highway,,VAN NESS AVE  \nStreet Designation: Secondary Highway
198,89,"MULTILINESTRING ((-118.26949128972922 33.96010903124716, -118.26889440393003 33.96011188172247, -118.26803958774907 33.96011595669339))",1916,1915,4742,097-5A205,3349,300,398,90003,301,341,90003,E,MANCHESTER,AVE,,,,3433700,440.229653402,1,Major Highway - Class II,,MANCHESTER AVE  \nStreet Designation: Major Highway - Class II
199,90,"MULTILINESTRING ((-118.2610288215833 33.9592414356441, -118.26075675184653 33.95924266524159))",1923,1922,995,097-5A207,3356,796,798,90002,797,799,90002,E,87TH,ST,,,,6697000,82.5060591114,4,Local Street,,87TH ST  \nStreet Designation: Local Street
200,91,"MULTILINESTRING ((-118.26512362452544 33.95831585837115, -118.26461270191882 33.958318170980014, -118.26154296310536 33.95833204464808, -118.26103282177132 33.95833434469313))",1935,1934,996,096A207,3368,600,794,90002,601,795,90002,E,87TH,PL,,,,6695500,1240.56321641,4,Local Street,,87TH PL  \nStreet Designation: Local Street
201,92,"MULTILINESTRING ((-118.26951329410309 33.95557715502226, -118.26903529981402 33.95557846252285, -118.26822739120877 33.95558067251972))",1967,1966,992,096A205,3400,300,398,90003,301,399,90003,E,89TH,ST,,,,6705000,389.967780341,4,Local Street,,89TH ST  \nStreet Designation: Local Street
202,93,"MULTILINESTRING ((-118.26296455673375 33.93830801902736, -118.26296424390385 33.937881759562664))",2184,2462,2504,088-5A207,4182,10801,10849,90059,10800,10848,90059,S,STANFORD,AVE,,,,5086000,155.125311626,4,Local Street,,STANFORD AVE  \nStreet Designation: Local Street
203,94,"MULTILINESTRING ((-118.23963981923295 33.94233173801947, -118.23964057117027 33.94191926725096))",2497,2499,9005,090A215,4313,10351,10399,90002,10350,10398,90002,S,BANDERA,ST,,,,0419900,150.107393583,4,Local Street,,BANDERA ST  \nStreet Designation: Local Street
204,95,"MULTILINESTRING ((-118.23795345721173 33.93735908040985, -118.23743479706617 33.937133312237364, -118.23691600218211 33.936907481999455))",2224,2226,10201,088-5A215,4319,1950,1998,90059,1951,1999,90059,E,SANTA ANA,BLVD,SOUTH,,,4795500,355.02072519300003,4,Local Street,,SANTA ANA BLVD SOUTH\nStreet Designation: Local Street
205,96,"MULTILINESTRING ((-118.27387422236194 33.94741001232134, -118.27387463844428 33.947224222212164))",2513,2514,4765,093A205,4359,9797,9799,90003,9796,9798,90003,S,MAIN,ST,,,,3416400,67.6132125873,2,Secondary Highway,,MAIN ST  \nStreet Designation: Secondary Highway
206,97,"MULTILINESTRING ((-118.26986271791215 33.792958932670516, -118.2709247509983 33.79290118762291))",3215,3216,2900,036B205,5442,601,699,90744,600,698,90744,W,SANDISON,ST,,,,4787800,323.38339642799997,4,Local Street,,SANDISON ST  \nStreet Designation: Local Street
207,98,"MULTILINESTRING ((-118.36922628524871 34.020298254000004, -118.36928066517723 34.020072604523996, -118.369299132684 34.02000233124991, -118.36931908639939 34.019932335369546, -118.36934049376478 34.01986263988079, -118.36936336005306 34.019793271959166, -118.36938767328644 34.01972424452117, -118.36941020753859 34.01966416885724))",4473,4478,7857,117B173,7772,3701,3723,90016,3700,3722,90016,S,CLYDE,AVE,,,,1223300,237.556215711,3,Collector Street,,CLYDE AVE  \nStreet Designation: Collector Street
208,99,"MULTILINESTRING ((-118.22962924694174 33.943100338619814, -118.2296303393838 33.942660670793636, -118.22963036867803 33.94264692577191, -118.22963067333573 33.9425218938037, -118.22963545197011 33.94058542469489))",2525,2526,1649,090A217,4416,10301,10499,90002,10300,10498,90002,S,WEIGAND,AVE,,,,5847900,915.234664905,4,Local Street,,WEIGAND AVE  \nStreet Designation: Local Street
209,100,"MULTILINESTRING ((-118.28714962818532 33.89961486593784, -118.28757725772023 33.89961503580221))",2581,2580,918,075B197,4473,651,699,90247,650,698,90247,W,146TH,ST,,,,6801400,129.770513426,4,Local Street,,146TH ST  \nStreet Designation: Local Street
210,101,"MULTILINESTRING ((-118.29008698257907 33.921127021837144, -118.28970930249221 33.920060026257865))",2587,2597,9475,081B197,4528,12301,12399,90044,12300,12398,90044,S,AINSWORTH,ST,,,,0040700,404.85730602300004,4,Local Street,,AINSWORTH ST  \nStreet Designation: Local Street
211,102,"MULTILINESTRING ((-118.28741327015115 33.920065114855454, -118.28855563831746 33.92006231332338))",2599,2598,939,081B197,4531,713,745,90044,712,744,90044,W,124TH,ST,,,,6796000,346.58541769199996,4,Local Street,,124TH ST  \nStreet Designation: Local Street
212,103,"MULTILINESTRING ((-118.26216570926192 33.92646716990408, -118.26217123978444 33.92556526882914))",2611,2622,2504,084B205,4564,11801,11849,90059,11800,11848,90059,S,STANFORD,AVE,,,,5087200,328.22644728299997,3,Collector Street,,STANFORD AVE  \nStreet Designation: Collector Street
213,104,"MULTILINESTRING ((-118.2805329722235 33.94100325289429, -118.28053129137571 33.94009617963765))",2425,2440,6235,090A201,4120,10501,10599,90003,10500,10598,90003,S,GRAND,AVE,,,,2309700,330.104423103,4,Local Street,,GRAND AVE  \nStreet Designation: Local Street
214,105,"MULTILINESTRING ((-118.29970170725159 33.812349968159545, -118.29975095438321 33.812237046256485, -118.29976452421378 33.81220474995551, -118.29977752303769 33.8121719556016, -118.29978983543067 33.81213898835444, -118.29980145624992 33.81210584822706, -118.29981238039379 33.81207254668161, -118.29982260787305 33.812039086580505, -118.29983211151256 33.81200553954941, -118.29983921618428 33.81197860613241, -118.2998751525427 33.81183910643548, -118.29987606736401 33.81183554630676, -118.2998794450241 33.811823099729956, -118.29988315294973 33.81181047629855, -118.29988711996616 33.81179790946804, -118.29989135293118 33.81178539922123, -118.29989584673707 33.81177295558898, -118.29990059966921 33.811760578575445, -118.29990560830876 33.81174827105148, -118.29991087611019 33.81173604016419, -118.29991639794014 33.81172388878863, -118.29992216351675 33.81171181838164, -118.29992819511804 33.81169982602521, -118.29993447053741 33.81168793467322, -118.29994099488754 33.81167613572588, -118.2999477664641 33.811664432049724, -118.29995477841423 33.81165282509306, -118.29996203248817 33.81164132486936, -118.29996952526189 33.81162993281837, -118.29997725674568 33.811618651802334, -118.2999852252198 33.81160748039438, -118.29999342045357 33.81159643436254, -118.3000018492794 33.811585506534016, -118.30001050484424 33.81157469835704, -118.30001938205079 33.81156402272456, -118.30002848603222 33.81155347676153, -118.30003780652713 33.811543067649126, -118.30004734181081 33.81153279252939, -118.3000570884849 33.81152265999764, -118.30006705169289 33.81151267004099, -118.30007721946411 33.81150283127611, -118.30008759175243 33.81149313082269, -118.30009815834781 33.811483590173516, -118.30010893636936 33.81147420212998, -118.30011989670167 33.8114649753516, -118.30013049402847 33.81145635914887, -118.30030783673637 33.81131474361803, -118.30195657210626 33.80999807147048))",2908,2975,5480,042B193,5065,23401,23499,90710,23400,23498,90710,S,KENTWORTHY,AVE,,,,2892700,1123.07810488,4,Local Street,,KENTWORTHY AVE  \nStreet Designation: Local Street
215,106,"MULTILINESTRING ((-118.2959292183021 33.794719983224084, -118.2959309896497 33.79423210935866, -118.29593271211769 33.79375808775701))",3040,3044,4676,036B197,5173,25301,25399,90710,25300,25398,90710,S,MARIGOLD,AVE,,,,3489600,350.06198132699996,4,Local Street,,MARIGOLD AVE  \nStreet Designation: Local Street
216,107,"MULTILINESTRING ((-118.25976258536679 33.79559388367739, -118.25880587882759 33.79564321066305))",3160,3158,3403,036B209,5388,400,416,90744,401,423,90744,E,Q,ST,,,,4389900,291.240723752,3,Collector Street,,Q ST  \nStreet Designation: Collector Street
217,108,"MULTILINESTRING ((-118.25642340735527 33.7943893688501, -118.25647321284238 33.79507512992506))",3183,3174,6795,036B209,5407,1526,1554,90744,1527,1555,90744,N,EUBANK,AVE,,,,1861600,250.025807294,3,Collector Street,,EUBANK AVE  \nStreet Designation: Collector Street
218,109,"MULTILINESTRING ((-118.26895299543656 33.7930083967465, -118.26911635193164 33.79509245488112))",3211,3212,3321,036B205,5439,1500,1598,90744,1501,1599,90744,N,RAVENNA,AVE,,,,4437900,760.068850188,4,Local Street,,RAVENNA AVE  \nStreet Designation: Local Street
219,110,"MULTILINESTRING ((-118.30115640503475 33.791472162427986, -118.30115848409113 33.790970573120525, -118.30115853657924 33.7909374332559))",3091,3093,8855,036B193,5253,25601,25699,90710,25600,25698,90710,S,BELLE PORTE,AVE,,,,0513800,194.60391763400003,3,Collector Street,,BELLE PORTE AVE  \nStreet Designation: Collector Street
220,111,"MULTILINESTRING ((-118.24463865992023 33.791097752242194, -118.24409779463534 33.79188303242439))",3252,3238,7173,036B213,5489,1300,1328,90744,1301,1329,90744,N,DRUMM,AVE,,,,1657900,329.670445798,0,,,
221,112,"MULTILINESTRING ((-118.24537441348272 33.79106040173688, -118.24540222361809 33.791437666034966, -118.24543003231878 33.791814940366194))",3253,3239,8694,036B213,5491,1300,1328,90744,1301,1329,90744,N,BLINN,AVE,,,,0630600,275.117148214,3,Collector Street,,BLINN AVE  \nStreet Designation: Collector Street
222,113,"MULTILINESTRING ((-118.2696950711089 33.790820148506064, -118.26986271791215 33.792958932670516))",3259,3215,4103,036B205,5500,1400,1498,90744,1401,1499,90744,N,NEPTUNE,AVE,,,,3876400,780.0280819689999,3,Collector Street,,NEPTUNE AVE  \nStreet Designation: Collector Street
223,114,"MULTILINESTRING ((-118.24115549834043 33.79041777418171, -118.23889600310503 33.79053422929526))",3266,3264,4583,036B213,5506,1700,1898,90744,1701,1899,90744,E,MAURETANIA,ST,,,,3557700,687.8768573689999,4,Local Street,,MAURETANIA ST  \nStreet Designation: Local Street
224,115,"MULTILINESTRING ((-118.30889119027827 34.021886720088524, -118.30934660935736 34.02188609775194, -118.31189729401993 34.02188258863012))",4708,4715,1091,120B193,8258,1701,1799,90018,1700,1798,90018,W,36TH,PL,,,,6483000,910.917086912,3,Collector Street,,36TH PL  \nStreet Designation: Collector Street
225,116,"MULTILINESTRING ((-118.30237318147842 33.83796608989052, -118.30277990849815 33.838085669131026))",2823,2819,874,051B193,4833,1425,1449,90501,1400,1448,90501,W,211TH,ST,,,,6816950,130.959969557,4,Local Street,,211TH ST  \nStreet Designation: Local Street
226,118,"MULTILINESTRING ((-118.30662618273168 33.84568577634512, -118.30927650130329 33.845663301376014))",2799,2848,881,054B193,4868,1601,1699,90501,1600,1698,90501,W,204TH,ST,,,,6814900,804.8374679760001,4,Local Street,,204TH ST  \nStreet Designation: Local Street
227,119,"MULTILINESTRING ((-118.30661505208606 33.844750979222304, -118.30926896243231 33.844728661218355))",2800,2851,880,054B193,4871,1601,1699,90501,1600,1698,90501,W,205TH,ST,,,,6815100,805.9364934289999,4,Local Street,,205TH ST  \nStreet Designation: Local Street
228,120,"MULTILINESTRING ((-118.30659278664051 33.8428819219619, -118.30925388166398 33.84285935400939))",2804,2853,878,054B193,4875,1601,1699,90501,1600,1698,90501,W,207TH,ST,,,,6815500,808.137034073,4,Local Street,,207TH ST  \nStreet Designation: Local Street
229,121,"MULTILINESTRING ((-118.3054237481556 33.810491683870836, -118.3053816163551 33.81035216298389, -118.30537887410165 33.81034298908125, -118.30537099095555 33.81031519315114, -118.30536363813921 33.81028707815938, -118.3053568696023 33.81025886436714, -118.30535069220208 33.81023055175708, -118.305345518111 33.81020421732064))",2916,2917,4767,042B193,4961,23701,23715,90710,23700,23716,90710,S,MAIDSTONE,PL,,,,3402100,107.32949867299999,4,Local Street,,MAIDSTONE PL  \nStreet Designation: Local Street
230,122,"MULTILINESTRING ((-118.30641177416919 33.82795553957493, -118.30639779625339 33.82680140950334))",2938,2942,6034,048B193,4994,22001,22099,90501,22000,22098,90501,S,HARVARD,BLVD,,,,2479200,420.039632291,4,Local Street,,HARVARD BLVD  \nStreet Designation: Local Street
231,123,"MULTILINESTRING ((-118.25496612409594 33.7803773863452, -118.2550039621777 33.78085843788313, -118.2550562479287 33.78152311225807))",3473,3433,6795,030B209,5746,800,898,90744,801,899,90744,N,EUBANK,AVE,,,,1862800,417.860592226,4,Local Street,,EUBANK AVE  \nStreet Designation: Local Street
232,124,"MULTILINESTRING ((-118.27107309362832 33.779504551119274, -118.27111130149271 33.779993094690674, -118.27118317184343 33.780911887165104))",3489,3453,4538,030B205,5767,800,898,90744,801,899,90744,N,MCDONALD,AVE,,,,3590600,513.260757145,4,Local Street,,MCDONALD AVE  \nStreet Designation: Local Street
233,125,"MULTILINESTRING ((-118.25841379432723 33.77873535505278, -118.25776419620405 33.77877024673123, -118.25711397894189 33.77880516484841))",3504,3503,6510,030B209,5785,400,498,90744,401,499,90744,E,G,ST,,,,2103800,395.833028905,3,Collector Street,,G ST  \nStreet Designation: Collector Street
234,126,"MULTILINESTRING ((-118.27826460556318 33.77737113588539, -118.2794964178924 33.77730389314649))",3714,3560,9224,030B201,6199,1301,1399,90744,1300,1398,90744,W,ARABIC,ST,,,,0209400,375.155977236,4,Local Street,,ARABIC ST  \nStreet Designation: Local Street
235,127,"MULTILINESTRING ((-118.27397220647698 33.77716186229528, -118.27399583202784 33.77716057200704, -118.27446474796452 33.777134950927994, -118.27527356911432 33.77709075484311))",3543,3545,9345,030B205,6202,1001,1019,90744,1000,1018,90744,W,ALTON,ST,,,,0128000,396.340558596,4,Local Street,,ALTON ST  \nStreet Designation: Local Street
236,128,"MULTILINESTRING ((-118.26220365253405 33.77707462946072, -118.26285425034091 33.777039194972176, -118.26350484245266 33.777003755547376))",3547,3550,6760,030B205,6204,101,199,90744,100,198,90744,W,F,ST,,,,1890100,396.283048569,4,Local Street,,F ST  \nStreet Designation: Local Street
237,129,"MULTILINESTRING ((-118.25439616489011 33.777494928410356, -118.25451061472539 33.77894494484983))",3537,3501,6795,030B209,5818,600,698,90744,601,699,90744,N,EUBANK,AVE,,,,1863000,528.847207131,3,Collector Street,,EUBANK AVE  \nStreet Designation: Collector Street
238,130,"MULTILINESTRING ((-118.26599403360315 33.775411407719346, -118.26602804438545 33.77584603766555, -118.26607352625348 33.77642732624391, -118.26610753957277 33.77686195622192))",3572,3554,5652,030B205,5878,500,598,90744,501,599,90744,N,ISLAND,AVE,,,,2791900,529.02183961,4,Local Street,,ISLAND AVE  \nStreet Designation: Local Street
239,131,"MULTILINESTRING ((-118.26128690714263 33.76984525447621, -118.26174105206816 33.771174962677655, -118.26174881895531 33.77127406121985))",3632,3615,9090,027B205,5956,100,198,90744,101,199,90744,N,AVALON,BLVD,,,,0300400,539.361381426,3,Collector Street,,AVALON BLVD  \nStreet Designation: Collector Street
240,132,"MULTILINESTRING ((-118.25865301051665 33.793557431956586, -118.25833674958848 33.79359711842638, -118.25830745549655 33.7936005688139, -118.25827895174245 33.79360350371591, -118.258250385001 33.79360602371294, -118.25822177927033 33.79360812875328, -118.25819227078173 33.793609867917446, -118.25778296262142 33.793630965741976))",3196,3195,2900,036B209,5976,416,498,90744,417,499,90744,E,SANDISON,ST,,,,4786900,265.937005564,4,Local Street,,SANDISON ST  \nStreet Designation: Local Street
241,133,"MULTILINESTRING ((-118.26649672455136 33.786867547241386, -118.26761082736017 33.786806547461715))",3667,3669,5363,033B205,6049,401,499,90744,400,498,90744,W,L,ST,,,,2997700,339.272926963,3,Collector Street,,L ST  \nStreet Designation: Collector Street
242,134,"MULTILINESTRING ((-118.27526395890777 33.79775633118898, -118.27732518740451 33.79765081642953))",3838,3839,7290,036B201,6518,1001,1199,90744,1000,1198,90744,W,DON,ST,,,,1623900,627.446906546,4,Local Street,,DON ST  \nStreet Designation: Local Street
243,135,"MULTILINESTRING ((-118.24002803447017 33.783768632619314, -118.2390442644727 33.78383813319683))",3389,3387,3860,033B213,5650,1800,1898,90744,1801,1899,90744,E,OPP,ST,,,,4063100,300.02010674900004,4,Local Street,,OPP ST  \nStreet Designation: Local Street
244,136,"MULTILINESTRING ((-118.34497842019177 34.02554423158309, -118.34497825426054 34.02506320259925, -118.34497788154941 34.02400741513669))",4408,4437,7971,120B181,7520,3401,3499,90016,3400,3498,90016,S,CHESAPEAKE,AVE,,,,1137600,559.278278336,4,Local Street,,CHESAPEAKE AVE  \nStreet Designation: Local Street
245,137,"MULTILINESTRING ((-118.34321385642396 34.02355974842841, -118.34419732953737 34.02366517158261))",4448,4447,6765,120B181,7533,4301,4399,90016,4300,4398,90016,W,EXPOSITION,BLVD,(S/R),,,1887900,300.46737696400004,0,,,
