,FID,OBJECTID,NameInt,Seg_ID_Sco,Seg_Bk_Sco,Seg_LL_Sco,Seg_Wd_Sco,Ones,Twos,Threes,Pop2015,GridNormSc,CSScore,Shape_Leng,Shape_Area,GridScore,Shape__Area,Shape__Length
169,170,169,1503,0,8,3,0,36,11,0,4553.85864788,18.0327868852,0.63461538193,6540.26437451,1939051.7567200002,1,0.000129417818531,0.051290581537570004
170,171,170,1935,0,4,0,0,34,4,0,1174.11992829,6.557377049179999,0.230769229793,5789.88771402,1758077.69068,1,0.000117234484095,0.048680197808638
171,172,171,404,0,3,0,0,32,3,0,2384.17338611,4.9180327868900005,0.173076922345,6460.62526089,1305471.46973,1,8.722843332600001e-05,0.052749057712284
172,173,172,1443,1,7,2,2,70,10,1,4116.83996099,18.0327868852,0.63461538193,6102.23427864,1130749.2017299999,1,7.5653542649e-05,0.052040377674120994
173,174,173,2172,0,2,0,1,54,3,0,2508.24387719,4.9180327868900005,0.173076922345,10100.701423999999,2694606.39887,1,0.000179916358216,0.085383014891956
174,175,174,1181,0,1,2,0,41,3,0,3959.32451168,4.9180327868900005,0.173076922345,4116.35510534,773178.42574,1,5.1676990713e-05,0.034490450730706
175,176,175,1504,1,6,4,0,9,5,1,3874.37237071,9.83606557377,0.346153844689,4115.79090409,1041895.04526,1,6.953547967899999e-05,0.033560435915642006
176,177,176,238,0,1,0,0,59,1,0,3821.66070531,1.6393442622999999,0.057692307448199996,3299.99252251,617976.963205,1,4.1311999019000004e-05,0.026589846911927
177,178,177,1975,1,0,0,0,12,0,1,734.657318435,1.6393442622999999,0.057692307448199996,2639.38699078,294597.421832,1,1.9654321039000002e-05,0.022686438978322003
178,179,178,439,0,2,0,0,62,2,0,3607.19569635,3.2786885245899997,0.115384614896,7829.38813311,2473829.10051,1,0.00016536976992899999,0.065715158904332
179,180,179,1496,0,0,1,0,6,1,0,0.5526128805380001,1.6393442622999999,0.057692307448199996,3234.51054461,508712.42523900006,1,3.405443540199999e-05,0.027569053353168997
180,181,180,1906,0,3,0,0,53,3,0,3783.85394083,4.9180327868900005,0.173076922345,6900.55224175,2042706.11347,1,0.000136136778489,0.057180584846497996
181,182,181,1171,0,0,0,1,55,1,0,5378.38021023,1.6393442622999999,0.057692307448199996,6180.29207,1510324.2743799998,1,0.00010093302958700002,0.051117560049843
182,183,182,1406,0,5,0,0,41,5,0,7628.91595389,8.19672131148,0.288461537241,5091.90886994,815901.261559,1,5.4570268048999996e-05,0.041014586985414
183,184,183,1907,0,1,0,0,58,1,0,3082.54169027,1.6393442622999999,0.057692307448199996,7299.50407822,2099323.35682,1,0.000139938675639,0.060019680707257994
184,185,184,1407,0,4,0,0,34,4,0,8663.03168511,6.557377049179999,0.230769229793,5087.36896306,1065135.48886,1,7.123797528200001e-05,0.041578497236333
185,186,185,362,0,7,2,0,31,9,0,7284.17864265,14.754098360699999,0.5192307670340001,4694.72026963,833362.89819,1,5.5741688801999996e-05,0.038459926297046
186,187,186,363,0,8,12,1,27,20,0,6636.98022403,32.7868852459,1.15384614896,5442.96712714,1632094.5444200002,2,0.00010917222828299998,0.044620334384190004
187,188,187,1909,0,1,0,0,61,1,0,3302.11574863,1.6393442622999999,0.057692307448199996,10382.912954899999,4103141.3129,1,0.000273469073353,0.086075690147806
188,189,188,1409,0,2,0,0,41,2,0,4991.58924685,3.2786885245899997,0.115384614896,4787.56031965,749491.8997300001,1,5.012586862100001e-05,0.040163127132617
189,190,189,1172,0,1,0,0,74,1,0,5486.23040417,1.6393442622999999,0.057692307448199996,7338.45827996,1790004.6944799998,1,0.00011962842363700002,0.058555029251025986
190,191,190,373,0,1,1,0,27,2,0,2260.57284135,3.2786885245899997,0.115384614896,4771.71480181,1303364.31415,1,8.7179370795e-05,0.038305606499484
191,192,191,374,0,1,1,0,16,2,0,3137.44109319,3.2786885245899997,0.115384614896,4480.83453159,1166125.60953,1,7.8001225436e-05,0.036837527092185
192,193,192,375,0,2,3,0,18,5,0,4713.03482988,8.19672131148,0.288461537241,3820.29577858,910345.3585959999,1,6.0892459255e-05,0.031251597733278
193,194,193,1911,1,2,0,0,7,2,1,72.7518588993,4.9180327868900005,0.173076922345,5169.16311704,1360196.93778,1,9.066527405099999e-05,0.042923077123194
194,195,194,522,0,10,2,0,44,10,0,4219.63899881,16.393442623,0.576923074482,2778.96645642,465770.47086999996,1,3.124110426e-05,0.022601045574343996
195,196,195,1412,0,1,0,0,63,1,0,3319.54399575,1.6393442622999999,0.057692307448199996,3761.43990188,629935.2287,1,4.2146871108999996e-05,0.030889827106599
196,197,196,1912,1,3,1,0,38,3,1,1973.28044685,6.557377049179999,0.230769229793,7071.81630299,2638517.63447,1,0.00017585778588900003,0.06021604705314199
197,198,197,1413,0,1,2,0,97,3,0,3824.40705445,4.9180327868900005,0.173076922345,4108.62310824,841568.23255,1,5.6304598808e-05,0.033989862609597
198,199,198,1913,1,11,3,0,45,12,1,5568.29498429,21.3114754098,0.7499999968269999,7312.41942455,3248741.82833,1,0.000216550202934,0.06030560035517
199,200,199,1414,0,5,2,2,51,9,0,4962.64854764,14.754098360699999,0.5192307670340001,4238.56977933,939055.665429,1,6.282564632899999e-05,0.034738981550955006
200,201,200,376,2,13,1,2,16,14,2,4652.78795234,26.2295081967,0.923076919172,3921.19915434,960886.3235,1,6.427312137799999e-05,0.032183851900262996
201,202,201,523,0,0,1,0,2,1,0,46.5672502844,1.6393442622999999,0.057692307448199996,8784.80251303,2185882.61355,1,0.000146646916683,0.06981740514823899
202,203,202,377,1,5,6,1,14,11,1,3676.00019403,19.6721311475,0.6923076893790001,2923.62144903,470622.97278,1,3.1479699707e-05,0.023241309742880998
203,204,203,1415,0,1,3,0,84,4,0,3582.98411634,6.557377049179999,0.230769229793,5673.60355314,1707705.355,1,0.00011424177742299998,0.047514664322028
204,205,204,1173,0,1,0,0,61,1,0,2774.08970077,1.6393442622999999,0.057692307448199996,4710.95591439,1177284.02714,1,7.8676325617e-05,0.038369971278446
205,206,205,378,0,0,1,0,12,1,0,583.3633650969999,1.6393442622999999,0.057692307448199996,3941.29219627,938720.3371309999,1,6.279039541899999e-05,0.032455671157388996
206,207,206,1915,0,8,1,0,31,9,0,3581.68865316,14.754098360699999,0.5192307670340001,4796.76353078,1010517.61744,1,6.7362612152e-05,0.039598992719537
207,208,207,1416,0,3,0,1,57,4,0,3443.8465566,6.557377049179999,0.230769229793,5377.96837936,1673236.8061600002,1,0.000111927188623,0.044693288644754005
208,209,208,379,0,5,2,1,18,6,0,3951.02651445,9.83606557377,0.346153844689,2928.63140958,473769.91661899997,1,3.169019953e-05,0.023290476769682
209,210,209,391,0,2,1,0,64,3,0,3396.99475297,4.9180327868900005,0.173076922345,7151.99307654,1971415.7483,1,0.000131879021248,0.059048027673864
210,211,210,1916,0,4,0,0,28,4,0,3882.92978014,6.557377049179999,0.230769229793,5276.1940908,1619881.77135,1,0.00010797954671899999,0.043510449321084006
211,212,211,392,0,2,0,0,47,2,0,5557.63028419,3.2786885245899997,0.115384614896,5776.8051611,1898299.80484,1,0.00012699888496,0.048390922587323006
212,213,212,1917,0,4,1,0,3,4,0,4122.8547158,6.557377049179999,0.230769229793,3112.10096951,522171.61206899997,1,3.4805106659999995e-05,0.025690142445828
213,214,213,524,0,1,1,0,59,2,0,1517.76531561,3.2786885245899997,0.115384614896,3535.0530029,680594.0019800001,1,4.5652574373000004e-05,0.028241453051959003
214,215,214,393,0,4,0,0,84,4,0,4142.45655077,6.557377049179999,0.230769229793,4482.78921081,1264315.76725,1,8.4576461427e-05,0.03741159555141001
215,216,215,525,0,10,2,0,73,12,0,3809.56071692,19.6721311475,0.6923076893790001,4165.51057109,1015484.7985299999,1,6.8117146853e-05,0.035055894237018
216,217,216,1918,0,2,0,0,35,2,0,5962.12293395,3.2786885245899997,0.115384614896,6395.39850792,1523049.13169,1,0.000101528458825,0.052411893750653
217,218,217,395,0,15,7,11,34,29,0,4501.13773373,47.5409836066,1.6730769159999999,4708.33253927,1338687.58048,3,8.9551684766e-05,0.039355940648758
218,219,218,2146,0,17,12,2,28,21,1,5243.11415534,36.0655737705,1.26923076386,4868.64639729,1424266.5196,3,9.5062673469e-05,0.04069797264610501
219,220,219,396,2,9,1,0,21,7,2,3911.11398634,14.754098360699999,0.5192307670340001,2920.42049028,473026.741528,1,3.1643163476e-05,0.023238229150211002
220,221,220,1919,1,2,1,0,7,2,1,186.177699628,4.9180327868900005,0.173076922345,8419.45054698,1975106.25916,1,0.000131672384349,0.06814745978337901
221,222,221,526,0,3,0,0,34,3,0,4339.45940474,4.9180327868900005,0.173076922345,3010.30164644,555765.821921,1,3.7277318095e-05,0.024676178385089998
222,223,222,397,1,21,9,2,22,24,1,6645.46719952,40.983606557399995,1.44230768621,4811.78604642,1387791.2532600001,3,9.2836475969e-05,0.040276751934947
223,224,223,2147,0,3,0,0,24,3,0,2590.5713737,4.9180327868900005,0.173076922345,4036.75922803,892320.637894,1,5.9557471447999996e-05,0.033912500547314
224,225,224,398,0,7,0,0,4,7,0,4545.92013746,11.475409836099999,0.40384615213799996,2973.36907733,492077.83976999996,1,3.2917555675e-05,0.023670343784654997
225,226,225,1427,0,3,0,0,18,3,0,3492.62672839,4.9180327868900005,0.173076922345,3675.40324316,715911.629217,1,4.7881742563e-05,0.030016372603367994
226,227,226,2149,1,9,6,0,20,11,1,3138.3912853,19.6721311475,0.6923076893790001,4753.1200429,1388106.63065,1,9.2650957777e-05,0.03831950285125
227,228,227,399,1,1,1,0,18,0,1,1439.71676073,1.6393442622999999,0.057692307448199996,2350.9029458,186384.823264,1,1.246821355e-05,0.018087161046437
228,229,228,2155,0,1,1,0,53,2,0,5176.80837596,3.2786885245899997,0.115384614896,4039.61356487,966710.60489,1,6.4534223237e-05,0.033149270085505
229,230,229,401,0,3,2,0,5,3,0,1075.99527935,4.9180327868900005,0.173076922345,3724.07237016,308237.40663000004,1,2.0599523276e-05,0.030305898303672002
230,231,230,1431,1,2,2,0,79,3,1,3076.88711607,6.557377049179999,0.230769229793,3960.45543378,845739.5159189999,1,5.6588721169e-05,0.033550979532734
231,232,231,1177,0,3,2,0,31,5,0,3100.32762204,8.19672131148,0.288461537241,5180.31409519,1234009.3211,1,8.2470381984e-05,0.041928842317219
232,233,232,2157,0,7,7,0,44,10,0,7411.15886901,16.393442623,0.576923074482,7107.59343177,2092679.9357599998,1,0.00013968561441999997,0.061464735937561
233,234,233,1921,0,8,1,0,37,9,0,4324.2400572,14.754098360699999,0.5192307670340001,6812.971058,2742051.25628,1,0.00018279339410099999,0.055733098521273
234,235,234,1432,0,0,2,0,60,2,0,2811.76543256,3.2786885245899997,0.115384614896,3907.52557339,831598.618017,1,5.563887877100001e-05,0.032784672637021
235,236,235,1433,0,7,0,3,55,9,0,2846.3670094999998,14.754098360699999,0.5192307670340001,4012.89023456,990244.332743,1,6.6249295453e-05,0.033290010067661
236,237,236,1924,1,10,1,0,63,10,1,5408.61514454,18.0327868852,0.63461538193,7573.14226791,2600347.97898,1,0.000173367705531,0.062240014621740995
237,238,237,528,2,9,4,1,63,9,2,3877.80663082,18.0327868852,0.63461538193,4639.54788056,1227849.34141,1,8.234923644399999e-05,0.03860096393985
238,239,238,1178,0,3,0,0,39,3,0,3632.81947827,4.9180327868900005,0.173076922345,4477.78046782,616178.380017,1,4.1178116742e-05,0.03684929421895201
239,240,239,1434,0,10,1,6,81,17,0,4053.80677561,27.868852459,0.98076922662,5423.78359442,1723965.7308900002,1,0.000115330045314,0.045049629449667
240,241,240,2159,0,1,1,0,24,1,0,1037.15520835,1.6393442622999999,0.057692307448199996,3380.23921919,624895.725437,1,4.171338482e-05,0.028025794003199
241,242,241,402,0,5,0,0,23,5,0,2325.63948269,8.19672131148,0.288461537241,8531.40524946,2576006.28054,1,0.000172149477165,0.070602407721328
242,243,242,215,1,3,0,0,35,3,1,2916.53525971,6.557377049179999,0.230769229793,3669.10313822,587305.3581300001,1,3.9256215771e-05,0.031056048499371006
243,244,243,1435,0,8,0,3,73,11,0,6366.81229845,18.0327868852,0.63461538193,5925.38450229,2073751.77957,1,0.00013871841712799997,0.049206347950034
244,245,244,403,0,1,1,0,6,1,0,495.821816295,1.6393442622999999,0.057692307448199996,5582.29048328,796312.1583479999,1,5.3211022523e-05,0.047009798870002006
245,246,245,1436,0,2,0,0,7,2,0,1216.26330515,3.2786885245899997,0.115384614896,2540.48060444,189792.325442,1,1.2695031904e-05,0.020419768314204
246,247,246,2161,0,4,0,0,73,4,0,4838.96957558,6.557377049179999,0.230769229793,8869.63553371,3616868.31251,1,0.00024146505313300001,0.074451246961909
247,248,247,1437,0,5,4,0,20,7,0,4318.798115199999,11.475409836099999,0.40384615213799996,3471.29669317,714910.317991,1,4.7818916455e-05,0.028509977210113002
248,249,248,1501,0,10,0,0,57,10,0,4213.44562968,16.393442623,0.576923074482,6217.70594988,2204317.7418299997,1,0.000147100309382,0.050076838251184995
249,250,249,1925,2,6,1,0,39,4,2,4781.58008565,9.83606557377,0.346153844689,5398.39213321,1458773.31139,1,9.725039574500001e-05,0.044528791869568006
250,251,250,1438,0,4,0,0,21,4,0,6494.78251603,6.557377049179999,0.230769229793,3705.77881376,847758.0393,1,5.670230673100001e-05,0.030503627020935002
251,252,251,529,3,17,4,0,193,17,3,3588.62882172,32.7868852459,1.15384614896,13860.885360499999,9470038.261739999,3,0.0006352316929990001,0.11595850174550901
252,253,252,143,0,0,1,0,3,1,0,56.678311503900005,1.6393442622999999,0.057692307448199996,1098.25520723,74574.94245619999,1,4.98625907e-06,0.009068894100454
253,254,253,1502,0,6,1,0,38,7,0,3006.5520575,11.475409836099999,0.40384615213799996,5992.14988815,1644513.73062,1,0.00010974472089000001,0.04721462217559901
254,255,254,531,0,0,1,0,29,1,0,3139.64014742,1.6393442622999999,0.057692307448199996,3676.96128484,746664.22198,1,5.0077624586e-05,0.030373866937409
255,256,255,2173,0,1,2,0,25,2,0,2248.57166824,3.2786885245899997,0.115384614896,5714.63805916,1707466.31558,1,0.000114005249293,0.046058703345780994
256,257,256,406,0,1,0,0,34,1,0,2454.5373028,1.6393442622999999,0.057692307448199996,5556.41687548,1448834.94722,1,9.681695426299999e-05,0.044400929088883
257,258,257,1445,1,6,0,0,55,6,1,6211.55405905,11.475409836099999,0.40384615213799996,4405.59411808,844312.701371,1,5.648587980899999e-05,0.036932493639513
258,259,258,1941,0,1,0,1,26,2,0,752.218576838,3.2786885245899997,0.115384614896,3233.91041207,596556.96807,1,3.9783612573000004e-05,0.025981548119485002
259,260,259,532,0,6,2,0,13,7,0,4509.33284869,11.475409836099999,0.40384615213799996,3619.40871592,751148.804602,1,5.0378428906e-05,0.029151091922487
260,261,260,2175,1,6,2,0,57,7,1,4496.99434702,13.114754098399999,0.461538459586,7019.55249409,2890956.83825,1,0.000193012257274,0.057973551625667
261,262,261,407,0,2,0,0,50,2,0,3323.57784337,3.2786885245899997,0.115384614896,6648.05804598,1231692.52748,1,8.2315902068e-05,0.053908799780432
262,263,262,1505,1,6,6,0,15,9,1,5357.37808677,16.393442623,0.576923074482,4584.75688252,1270038.2593,1,8.476249067599999e-05,0.037051577801202
263,264,263,1943,0,3,0,0,60,3,0,3639.65789246,4.9180327868900005,0.173076922345,6396.28791746,1833768.39478,1,0.00012229098620899999,0.054983206945787996
264,265,264,1446,0,9,0,0,18,9,0,4317.81395917,14.754098360699999,0.5192307670340001,3928.06338374,750780.04128,1,5.0226553006000005e-05,0.032369272711218
265,266,265,408,1,6,0,1,33,7,1,2587.83604376,13.114754098399999,0.461538459586,3851.29473759,646264.145894,1,4.3190465765e-05,0.032339122528955
266,267,266,2177,0,2,0,0,102,2,0,8187.32044761,3.2786885245899997,0.115384614896,10266.2442191,4824420.70792,1,0.00032209553677999995,0.08804526046211
267,268,267,1506,0,6,4,0,18,6,0,4696.85820761,9.83606557377,0.346153844689,5064.08094193,1505970.0537299998,1,0.00010050963644200001,0.040633913380745
268,269,268,1944,1,2,1,0,31,3,1,3895.62038157,6.557377049179999,0.230769229793,6084.23865555,1424100.1681600001,1,9.496696835500001e-05,0.048983686081149995
269,270,269,1945,0,4,1,0,23,4,0,1426.59989478,6.557377049179999,0.230769229793,6583.15741179,797033.245204,1,5.3155606906000006e-05,0.057034300538605004
270,271,270,409,0,9,0,0,39,9,0,4865.9840182,14.754098360699999,0.5192307670340001,5131.98479298,1382602.14419,1,9.239417652299999e-05,0.043029775868212
271,272,271,217,0,7,3,0,37,9,0,3400.86801271,14.754098360699999,0.5192307670340001,3646.45943501,591305.327958,1,3.9524732244e-05,0.029267986153616
272,273,272,1449,0,5,1,0,35,6,0,3728.15931386,9.83606557377,0.346153844689,4701.50961912,906306.966274,1,6.0628979829999997e-05,0.038574463583723
273,274,273,541,0,2,0,0,34,2,0,4364.45905777,3.2786885245899997,0.115384614896,6278.81793214,1516160.81269,1,0.000101724459101,0.05326088594432401
274,275,274,1183,0,1,0,0,45,1,0,4009.60742062,1.6393442622999999,0.057692307448199996,4271.18210498,891293.84507,1,5.9569907756000005e-05,0.033998476168192
275,276,275,411,0,2,5,0,10,6,0,221.290607762,9.83606557377,0.346153844689,3551.87256172,803550.3570300001,1,5.3709821409e-05,0.028275152140139998
276,277,276,1951,0,3,0,0,12,3,0,797.715631366,4.9180327868900005,0.173076922345,3030.37444484,526067.1921399999,1,3.5085870786e-05,0.024178545955068
277,278,277,1954,0,7,0,0,41,7,0,4487.02726633,11.475409836099999,0.40384615213799996,5860.24729599,1900445.98052,1,0.000126755136938,0.0465321615566
278,279,278,2187,0,2,0,0,59,2,0,4284.09831037,3.2786885245899997,0.115384614896,7085.41489035,3081670.07775,1,0.00020576864627800003,0.058636670834168
279,280,279,414,0,1,0,0,7,1,0,1075.9469853,1.6393442622999999,0.057692307448199996,3358.82947943,551160.3550399999,1,3.683701153e-05,0.027833813981456002
280,281,280,1453,0,5,2,0,21,5,0,2182.00056907,8.19672131148,0.288461537241,4801.23492118,1097238.5751399999,1,7.3414225056e-05,0.040165882002335
281,282,281,1955,0,8,0,0,29,8,0,2053.29621898,13.114754098399999,0.461538459586,4412.37783522,1238096.77265,1,8.257461033200001e-05,0.036948389011402
282,283,282,1514,0,6,3,0,2,6,0,3614.44606317,9.83606557377,0.346153844689,2929.44341242,476163.56314,1,3.1782837286999995e-05,0.023279253043863
283,284,283,415,0,9,4,0,9,11,0,4599.87120123,18.0327868852,0.63461538193,3291.84525159,579457.613001,1,3.873139334e-05,0.027401637320308998
284,285,284,1454,0,1,2,1,37,3,0,4284.12569941,4.9180327868900005,0.173076922345,6658.20007513,2571332.15333,1,0.00017205834444099997,0.055065257362377995
285,286,285,218,0,1,0,0,43,1,0,4933.93887411,1.6393442622999999,0.057692307448199996,4005.0223221999995,1001746.6858,1,6.6960511962e-05,0.032349723950135
286,287,286,1956,0,4,1,0,13,5,0,1719.80600862,8.19672131148,0.288461537241,4124.4784821,917792.599392,1,6.1217089382e-05,0.034158258260087004
287,288,287,1515,0,8,2,0,8,8,0,4492.95268572,13.114754098399999,0.461538459586,4705.868850600001,852728.687642,1,5.6916132513000005e-05,0.03794628120005
288,289,288,1958,1,4,2,0,29,5,1,4464.46699003,9.83606557377,0.346153844689,6766.96827828,1860607.0839799999,1,0.000124106275807,0.053732587260235
289,290,289,1455,0,4,2,1,60,6,0,5164.87743583,9.83606557377,0.346153844689,6828.08637622,1770006.72282,1,0.000118430567857,0.05602791139994
290,291,290,2196,0,5,0,0,108,5,0,3520.68099645,8.19672131148,0.288461537241,10937.5432564,5002103.0949800005,1,0.00033404956086300003,0.090597012462986
291,292,291,416,0,3,0,0,45,3,0,2734.64876828,4.9180327868900005,0.173076922345,6595.75838683,1352977.78755,1,9.042877126000001e-05,0.053847962367006
292,293,292,1516,1,7,6,0,3,10,1,2953.00053435,18.0327868852,0.63461538193,4247.16764163,1105995.7043,1,7.3822143124e-05,0.034546921220331
293,294,293,1959,1,9,8,0,24,11,1,5442.7740731,19.6721311475,0.6923076893790001,5992.28343836,1590634.4933200001,1,0.00010609383766600002,0.04796847493331299
294,295,294,1517,0,7,6,0,16,10,0,2927.07990947,16.393442623,0.576923074482,3778.4228695,878411.773101,1,5.8632143173999996e-05,0.031055726547747003
295,296,295,195,2,2,9,0,30,9,2,682.383334145,18.0327868852,0.63461538193,3138.45432461,588010.47755,1,3.932288175e-05,0.025842194441652
296,297,296,1457,0,4,1,1,48,6,0,3255.13689894,9.83606557377,0.346153844689,4478.72711079,908154.473584,1,6.0762218651e-05,0.03644046763105
297,298,297,1519,0,5,0,0,32,5,0,4453.57177298,8.19672131148,0.288461537241,4930.570592800001,1317218.78731,1,8.792442475e-05,0.039963280368370005
298,299,298,417,1,7,0,0,71,6,1,1999.63140615,11.475409836099999,0.40384615213799996,5239.70775035,1318544.6268799999,1,8.812932940599999e-05,0.04281946191787
299,300,299,2198,0,1,0,0,17,1,0,239.157744884,1.6393442622999999,0.057692307448199996,8903.51245616,1547086.88469,1,0.00010333114425700001,0.074687087531955
300,301,300,1962,0,9,5,0,54,10,0,6984.20170004,16.393442623,0.576923074482,6893.82161505,2692819.02195,1,0.000179634148313,0.056086904916662995
301,302,301,555,0,9,0,0,63,9,0,3428.15030144,14.754098360699999,0.5192307670340001,5033.88841121,1314564.2076700001,1,8.820519628100001e-05,0.041421197854712995
302,303,302,418,0,2,1,1,24,3,0,1374.18142774,4.9180327868900005,0.173076922345,5677.86266096,1281671.22645,1,8.564886867499999e-05,0.045818472318915
303,304,303,1458,0,4,6,1,36,9,0,5204.42325305,14.754098360699999,0.5192307670340001,4414.94628189,886058.82846,1,5.927946001100001e-05,0.036111760757158995
304,305,304,1963,0,4,3,0,12,7,0,2538.68929,11.475409836099999,0.40384615213799996,3694.19759271,618663.69924,1,4.1268831459000004e-05,0.030357467251905
305,306,305,421,0,3,2,0,41,5,0,3036.26340513,8.19672131148,0.288461537241,5118.54663657,1409897.5961200001,1,9.4248129186e-05,0.041712444564654
306,307,306,1521,0,2,4,0,18,5,0,4586.24668019,8.19672131148,0.288461537241,3506.33452031,726323.50364,1,4.8478230188e-05,0.0286474416027
307,308,307,1459,0,3,0,1,23,3,0,1279.00858098,4.9180327868900005,0.173076922345,3802.09771389,522100.03660200007,1,3.4929411598000004e-05,0.030738610923142
308,309,308,557,0,12,1,0,81,12,0,4209.9894765,19.6721311475,0.6923076893790001,3789.28370482,868948.02799,1,5.8309926444e-05,0.031300779851853
309,310,309,1522,0,4,5,0,31,8,0,4589.9526799,13.114754098399999,0.461538459586,5445.55732176,1154206.42502,1,7.7041246543e-05,0.04307323953216201
310,311,310,422,0,10,1,0,18,11,0,6377.29824123,18.0327868852,0.63461538193,3958.75831,951010.830106,1,6.3570478835e-05,0.033030690932264996
311,312,311,1523,0,4,0,0,40,4,0,4506.84055047,6.557377049179999,0.230769229793,4841.19680447,1398037.0679799998,1,9.3325843901e-05,0.038930193337391
312,313,312,423,1,5,2,0,31,4,1,2604.0176321,8.19672131148,0.288461537241,3776.43686019,646785.013655,1,4.3237478449999996e-05,0.031449276317785
313,314,313,145,0,0,1,0,5,1,0,204.439710081,1.6393442622999999,0.057692307448199996,775.2586668910001,35629.9500649,1,2.382351951e-06,0.006355355422898001
314,315,314,219,0,0,1,0,37,1,0,3245.10095524,1.6393442622999999,0.057692307448199996,4102.67138471,685017.640717,1,4.5791607385e-05,0.032440215633429
315,316,315,1964,1,4,5,0,5,6,1,3208.55363551,11.475409836099999,0.40384615213799996,3452.86790247,726006.3881,1,4.8433409116000004e-05,0.028014318355376
316,317,316,424,0,0,1,0,48,1,0,3954.84599708,1.6393442622999999,0.057692307448199996,6244.53284335,1420256.6612,1,9.493815020299999e-05,0.050820135747095
317,318,317,558,0,13,3,0,63,15,0,2994.38756379,24.5901639344,0.865384611723,8304.24358677,3041997.53764,1,0.00020411241466099995,0.068125634533844
318,319,318,1524,0,0,1,0,12,1,0,163.468306016,1.6393442622999999,0.057692307448199996,3245.48144958,515183.774991,1,3.439027476199999e-05,0.025634485123966003
319,320,319,1966,0,2,0,0,20,2,0,6268.47562496,3.2786885245899997,0.115384614896,3749.3196302,805304.63658,1,5.3723511509e-05,0.030843856960386
320,321,320,221,0,2,4,0,12,4,0,4797.21048116,6.557377049179999,0.230769229793,2673.32714463,355564.80517,1,2.3765819871999996e-05,0.022886032864723998
321,322,321,426,1,0,0,0,21,0,1,3655.94641885,1.6393442622999999,0.057692307448199996,3406.86362228,639040.2129,1,4.2709400132e-05,0.028341217881764996
322,323,322,231,0,4,1,0,29,5,0,4950.48460072,8.19672131148,0.288461537241,3054.7399848,519873.72048,1,3.4750439335e-05,0.02449356764453
323,324,323,1525,0,6,2,0,37,7,0,5253.25092211,11.475409836099999,0.40384615213799996,6279.70352682,1959675.40275,1,0.00013082159101,0.04920409619851599
324,325,324,1967,0,13,6,0,48,15,0,7841.415426899999,24.5901639344,0.865384611723,6192.79748319,2379783.79895,1,0.000158755199785,0.050489859341003
325,326,325,233,0,5,0,0,13,5,0,5964.10234686,8.19672131148,0.288461537241,3015.76911542,473712.55129,1,3.1665874668000005e-05,0.024425825571421998
326,327,326,1526,0,8,1,0,22,9,0,8083.8948052000005,14.754098360699999,0.5192307670340001,4877.59858299,1426100.76932,1,9.519922901200002e-05,0.039265517690774
327,328,327,1969,0,12,12,0,31,18,0,3987.29522421,29.508196721300003,1.03846153407,5785.9434237,1621230.22905,2,0.00010815063074,0.047376343366467004
328,329,328,235,0,7,2,0,22,8,0,6451.51754707,13.114754098399999,0.461538459586,3514.56452838,731578.705729,1,4.8904236907e-05,0.028658193654858995
329,330,329,1465,0,3,2,0,75,5,0,3261.23765077,8.19672131148,0.288461537241,6178.76497743,1530615.83751,1,0.00010241586978799998,0.052145756046896
330,331,330,1527,0,3,0,0,29,3,0,4280.14208575,4.9180327868900005,0.173076922345,4871.93118392,1422572.84456,1,9.496372719600002e-05,0.039218565573149004
331,332,331,236,2,5,12,0,20,12,2,7324.00826539,22.9508196721,0.8076923042749999,3484.43950304,667332.312246,1,4.4610414659999996e-05,0.028298942181747
332,333,332,118,0,0,9,0,25,9,0,1786.03313676,14.754098360699999,0.5192307670340001,4762.05579295,1377766.69288,1,9.2101787159e-05,0.0392455030257
333,334,333,1466,0,3,0,0,39,3,0,3636.16011699,4.9180327868900005,0.173076922345,6186.98108495,2218466.10893,1,0.00014846108442700002,0.049660066222655994
334,335,334,1529,0,6,0,0,33,6,0,4542.2618142,9.83606557377,0.346153844689,4253.59212113,1142272.80038,1,7.6254085245e-05,0.035347029068395
335,336,335,437,0,1,2,0,50,3,0,3902.35659378,4.9180327868900005,0.173076922345,7025.34561776,2852012.46569,1,0.00019064704001499997,0.05777879673635299
336,337,336,237,1,3,3,0,68,5,1,9029.29175918,9.83606557377,0.346153844689,4868.06963385,1042436.60906,1,6.968893400300001e-05,0.039776828462706006
337,338,337,1972,0,5,9,0,4,11,0,4174.15848508,18.0327868852,0.63461538193,3049.16299185,496490.18347299995,1,3.3123949145999997e-05,0.025924699818826002
338,339,338,1974,0,5,2,0,5,5,0,6819.55785505,8.19672131148,0.288461537241,3316.45995079,523113.3253,1,3.490017468e-05,0.028328550344482003
339,340,339,152,0,0,2,0,12,2,0,95.02454684,3.2786885245899997,0.115384614896,2505.59117283,373777.4952,1,2.4991576615e-05,0.020772088189393002
340,341,340,1468,0,1,1,0,6,1,0,2300.69240611,1.6393442622999999,0.057692307448199996,2256.34184608,332788.172798,1,2.2265688008000002e-05,0.01840969847795
341,342,341,443,0,1,0,1,26,1,0,1485.07393388,1.6393442622999999,0.057692307448199996,5194.54286615,1663727.60445,1,0.000111225349831,0.043589995194292006
