,OBJECTID,TRACTCE10,POP,LATPOP_D,WHIPOP_D,BLAPOP_D,AMIPOP_D,ASIPOP_D,HPIPOP_D,OTHPOP_D,MMRPOP_D,VAP,LATVAP_D,WHIVAP_D,BLAVAP_D,AMIVAP_D,ASIVAP_D,HPIVAP_D,OTHVAP_D,MMRVAP_D,H0010001,H0010002,H0010003,TOOLTIP,NLA_URL
0,1,101110,4731,1324,2656,83,24,580,15,37,12,3800,930,2268,64,22,466,14,27,9,1734,1641,93,Tract: 1011.10\nTotal Population: 4731,navigatela/reports/census_tracts_2010.cfm?PK=101110
1,2,101122,3664,575,2437,34,18,578,3,12,7,3018,413,2066,22,17,481,2,10,7,1369,1325,44,Tract: 1011.22\nTotal Population: 3664,navigatela/reports/census_tracts_2010.cfm?PK=101122
2,3,101210,5990,2219,2890,192,16,625,16,15,17,4614,1479,2404,143,15,537,13,11,12,2317,2150,167,Tract: 1012.10\nTotal Population: 5990,navigatela/reports/census_tracts_2010.cfm?PK=101210
3,4,101220,3363,1272,1662,45,25,335,6,6,12,2607,861,1414,24,21,270,6,4,7,1317,1246,71,Tract: 1012.20\nTotal Population: 3363,navigatela/reports/census_tracts_2010.cfm?PK=101220
4,5,101300,4199,503,3190,47,26,402,10,10,11,3495,371,2714,35,20,329,9,9,8,1582,1542,40,Tract: 1013.00\nTotal Population: 4199,navigatela/reports/census_tracts_2010.cfm?PK=101300
5,6,101400,3903,721,2649,64,23,415,8,10,13,3221,520,2276,46,21,334,7,9,8,1568,1498,70,Tract: 1014.00\nTotal Population: 3903,navigatela/reports/census_tracts_2010.cfm?PK=101400
6,7,102103,1740,375,1114,23,9,203,12,1,3,1471,298,968,18,9,164,12,1,1,680,630,50,Tract: 1021.03\nTotal Population: 1740,navigatela/reports/census_tracts_2010.cfm?PK=102103
7,8,102104,3648,533,2437,94,8,537,6,16,17,3092,442,2081,75,8,457,5,10,14,1326,1279,47,Tract: 1021.04\nTotal Population: 3648,navigatela/reports/census_tracts_2010.cfm?PK=102104
8,9,102105,1731,1136,413,15,2,152,3,6,4,1338,829,365,11,2,123,3,3,2,560,527,33,Tract: 1021.05\nTotal Population: 1731,navigatela/reports/census_tracts_2010.cfm?PK=102105
9,10,102107,3851,1039,2310,109,32,308,18,16,19,3137,729,2016,80,28,253,9,11,11,1326,1269,57,Tract: 1021.07\nTotal Population: 3851,navigatela/reports/census_tracts_2010.cfm?PK=102107
10,11,103101,2670,566,1761,29,17,280,6,8,3,2154,394,1487,18,14,228,5,5,3,948,918,30,Tract: 1031.01\nTotal Population: 2670,navigatela/reports/census_tracts_2010.cfm?PK=103101
11,12,103102,4751,1351,2646,30,34,658,7,19,6,3827,985,2233,28,27,531,7,12,4,1708,1627,81,Tract: 1031.02\nTotal Population: 4751,navigatela/reports/census_tracts_2010.cfm?PK=103102
12,13,103200,6146,1782,3462,275,51,512,9,26,29,4987,1277,2983,225,40,407,9,22,24,2284,2181,103,Tract: 1032.00\nTotal Population: 6146,navigatela/reports/census_tracts_2010.cfm?PK=103200
13,14,103300,3819,744,2710,42,25,267,7,10,14,3039,516,2233,26,23,216,6,9,10,1400,1322,78,Tract: 1033.00\nTotal Population: 3819,navigatela/reports/census_tracts_2010.cfm?PK=103300
14,15,103400,6143,1540,3786,114,41,597,9,20,36,5001,1095,3247,84,35,493,8,16,23,2484,2342,142,Tract: 1034.00\nTotal Population: 6143,navigatela/reports/census_tracts_2010.cfm?PK=103400
15,16,104103,4085,2918,307,523,5,290,1,16,25,2947,1990,262,422,5,234,1,14,19,842,817,25,Tract: 1041.03\nTotal Population: 4085,navigatela/reports/census_tracts_2010.cfm?PK=104103
16,17,104105,5412,4472,223,355,8,318,7,10,19,3643,2886,189,278,8,255,7,7,13,1456,1391,65,Tract: 1041.05\nTotal Population: 5412,navigatela/reports/census_tracts_2010.cfm?PK=104105
17,18,104108,5256,4169,253,596,11,190,0,10,27,3610,2751,213,457,8,156,0,3,22,1346,1291,55,Tract: 1041.08\nTotal Population: 5256,navigatela/reports/census_tracts_2010.cfm?PK=104108
18,19,104124,3652,2011,797,566,16,228,5,8,21,2683,1388,662,414,13,182,3,5,16,960,902,58,Tract: 1041.24\nTotal Population: 3652,navigatela/reports/census_tracts_2010.cfm?PK=104124
19,20,104201,4780,4293,50,393,5,8,0,4,27,3250,2861,39,320,3,6,0,3,18,885,848,37,Tract: 1042.01\nTotal Population: 4780,navigatela/reports/census_tracts_2010.cfm?PK=104201
20,21,104203,5210,4708,67,324,9,70,10,16,6,3469,3044,54,281,6,64,5,10,5,1158,1085,73,Tract: 1042.03\nTotal Population: 5210,navigatela/reports/census_tracts_2010.cfm?PK=104203
21,22,104204,2886,2084,285,246,4,253,2,3,9,2059,1374,266,205,3,198,2,3,8,597,573,24,Tract: 1042.04\nTotal Population: 2886,navigatela/reports/census_tracts_2010.cfm?PK=104204
22,23,104310,4921,4624,81,191,5,8,0,6,6,3350,3100,68,163,5,7,0,5,2,931,886,45,Tract: 1043.10\nTotal Population: 4921,navigatela/reports/census_tracts_2010.cfm?PK=104310
23,24,104320,5998,5464,67,356,14,85,0,4,8,4133,3672,48,309,10,83,0,4,7,1359,1265,94,Tract: 1043.20\nTotal Population: 5998,navigatela/reports/census_tracts_2010.cfm?PK=104320
24,25,104401,3357,3248,71,2,12,20,1,2,1,2361,2260,66,2,11,20,1,0,1,725,682,43,Tract: 1044.01\nTotal Population: 3357,navigatela/reports/census_tracts_2010.cfm?PK=104401
25,26,104403,3282,3159,58,16,5,31,0,12,1,2327,2230,46,12,5,28,0,5,1,717,657,60,Tract: 1044.03\nTotal Population: 3282,navigatela/reports/census_tracts_2010.cfm?PK=104403
26,27,104404,3236,3112,57,35,7,19,0,6,0,2249,2146,47,30,6,17,0,3,0,694,662,32,Tract: 1044.04\nTotal Population: 3236,navigatela/reports/census_tracts_2010.cfm?PK=104404
27,28,104500,3293,3137,107,20,1,25,2,1,0,2265,2140,83,16,1,22,2,1,0,748,685,63,Tract: 1045.00\nTotal Population: 3293,navigatela/reports/census_tracts_2010.cfm?PK=104500
28,29,104610,3672,3574,50,17,6,13,6,6,0,2518,2446,37,14,6,11,3,1,0,785,729,56,Tract: 1046.10\nTotal Population: 3672,navigatela/reports/census_tracts_2010.cfm?PK=104610
29,30,104620,3539,3420,72,10,19,13,0,2,3,2499,2400,58,10,15,13,0,2,1,796,722,74,Tract: 1046.20\nTotal Population: 3539,navigatela/reports/census_tracts_2010.cfm?PK=104620
30,31,104701,4208,4018,36,121,3,13,0,10,7,2532,2418,28,68,2,12,0,1,3,931,900,31,Tract: 1047.01\nTotal Population: 4208,navigatela/reports/census_tracts_2010.cfm?PK=104701
31,32,104703,2397,2264,69,44,2,12,0,1,5,1617,1510,58,36,2,8,0,1,2,584,557,27,Tract: 1047.03\nTotal Population: 2397,navigatela/reports/census_tracts_2010.cfm?PK=104703
32,33,104704,4219,3238,233,562,13,148,12,5,8,2840,2077,196,434,9,108,7,2,7,1159,1117,42,Tract: 1047.04\nTotal Population: 4219,navigatela/reports/census_tracts_2010.cfm?PK=104704
33,34,104810,5328,4996,158,28,4,114,19,6,3,3697,3415,139,23,4,98,13,3,2,1132,1028,104,Tract: 1048.10\nTotal Population: 5328,navigatela/reports/census_tracts_2010.cfm?PK=104810
34,35,104821,3514,3269,118,40,10,66,0,6,5,2424,2225,100,22,10,59,0,5,3,834,760,74,Tract: 1048.21\nTotal Population: 3514,navigatela/reports/census_tracts_2010.cfm?PK=104821
35,36,104822,2277,1998,75,24,4,167,0,4,5,1551,1312,61,17,3,151,0,4,3,614,562,52,Tract: 1048.22\nTotal Population: 2277,navigatela/reports/census_tracts_2010.cfm?PK=104822
36,37,106010,3152,2115,621,167,15,201,2,10,21,2381,1490,547,134,13,170,2,8,17,962,930,32,Tract: 1060.10\nTotal Population: 3152,navigatela/reports/census_tracts_2010.cfm?PK=106010
37,38,106020,5557,4241,903,148,22,200,4,20,19,4056,2947,787,110,19,162,4,14,13,1433,1385,48,Tract: 1060.20\nTotal Population: 5557,navigatela/reports/census_tracts_2010.cfm?PK=106020
38,39,106111,4334,2552,1194,209,23,328,3,14,11,3336,1816,1042,165,22,271,3,11,6,1345,1313,32,Tract: 1061.11\nTotal Population: 4334,navigatela/reports/census_tracts_2010.cfm?PK=106111
39,40,106112,5969,4092,1007,225,39,565,6,18,17,4325,2807,871,161,24,434,6,14,8,1501,1462,39,Tract: 1061.12\nTotal Population: 5969,navigatela/reports/census_tracts_2010.cfm?PK=106112
40,41,106113,3493,2670,550,76,20,157,4,2,14,2577,1860,491,67,15,129,4,2,9,884,850,34,Tract: 1061.13\nTotal Population: 3493,navigatela/reports/census_tracts_2010.cfm?PK=106113
41,42,106114,5880,4995,439,228,27,159,1,12,19,4011,3272,388,175,22,132,1,9,12,1622,1500,122,Tract: 1061.14\nTotal Population: 5880,navigatela/reports/census_tracts_2010.cfm?PK=106114
42,43,106403,3825,3401,296,48,5,62,5,7,1,2692,2332,266,37,3,49,3,1,1,863,817,46,Tract: 1064.03\nTotal Population: 3825,navigatela/reports/census_tracts_2010.cfm?PK=106403
43,44,106405,3966,3165,400,237,13,136,1,9,5,2767,2107,365,163,7,115,1,4,5,1174,1118,56,Tract: 1064.05\nTotal Population: 3966,navigatela/reports/census_tracts_2010.cfm?PK=106405
44,45,106406,4962,3514,934,137,37,311,5,13,11,3622,2390,846,107,24,241,3,6,5,1670,1359,311,Tract: 1064.06\nTotal Population: 4962,navigatela/reports/census_tracts_2010.cfm?PK=106406
45,46,106407,2933,2235,410,193,8,68,6,4,9,2095,1459,398,158,8,59,5,2,6,872,822,50,Tract: 1064.07\nTotal Population: 2933,navigatela/reports/census_tracts_2010.cfm?PK=106407
46,47,106408,3463,3005,156,122,8,150,0,10,12,2226,1874,134,90,4,113,0,5,6,996,915,81,Tract: 1064.08\nTotal Population: 3463,navigatela/reports/census_tracts_2010.cfm?PK=106408
47,48,106510,5108,3261,1027,357,24,403,3,14,19,3521,2050,882,211,20,330,2,11,15,1538,1446,92,Tract: 1065.10\nTotal Population: 5108,navigatela/reports/census_tracts_2010.cfm?PK=106510
48,49,106520,5837,4983,662,77,26,76,1,3,9,4199,3448,595,60,19,69,1,2,5,1463,1395,68,Tract: 1065.20\nTotal Population: 5837,navigatela/reports/census_tracts_2010.cfm?PK=106520
49,50,106603,2979,475,1662,109,17,674,3,10,29,2410,345,1384,89,10,553,2,8,19,992,965,27,Tract: 1066.03\nTotal Population: 2979,navigatela/reports/census_tracts_2010.cfm?PK=106603
50,51,106604,5020,4288,401,108,22,182,6,6,7,3459,2847,352,87,14,142,6,4,7,1265,1205,60,Tract: 1066.04\nTotal Population: 5020,navigatela/reports/census_tracts_2010.cfm?PK=106604
51,52,106641,2317,301,1518,59,10,395,2,18,14,1872,215,1266,46,8,310,1,16,10,787,774,13,Tract: 1066.41\nTotal Population: 2317,navigatela/reports/census_tracts_2010.cfm?PK=106641
52,53,106642,3236,722,1897,122,12,459,3,6,15,2572,508,1579,93,8,368,3,4,9,1095,1069,26,Tract: 1066.42\nTotal Population: 3236,navigatela/reports/census_tracts_2010.cfm?PK=106642
53,54,106643,4320,582,2706,134,10,854,0,16,18,3377,439,2124,93,8,690,0,10,13,1344,1312,32,Tract: 1066.43\nTotal Population: 4320,navigatela/reports/census_tracts_2010.cfm?PK=106643
54,55,106645,3389,546,2151,122,10,540,0,9,11,2759,417,1802,89,7,430,0,7,7,1205,1172,33,Tract: 1066.45\nTotal Population: 3389,navigatela/reports/census_tracts_2010.cfm?PK=106645
55,56,106646,3237,1107,1371,118,6,590,2,24,19,2559,786,1163,90,5,488,2,14,11,964,933,31,Tract: 1066.46\nTotal Population: 3237,navigatela/reports/census_tracts_2010.cfm?PK=106646
56,57,106648,3890,3478,215,87,18,57,1,26,8,2621,2295,186,51,16,48,1,20,4,1005,938,67,Tract: 1066.48\nTotal Population: 3890,navigatela/reports/census_tracts_2010.cfm?PK=106648
57,58,106649,2853,1824,274,111,8,612,3,8,13,2095,1276,224,79,4,499,2,5,6,727,709,18,Tract: 1066.49\nTotal Population: 2853,navigatela/reports/census_tracts_2010.cfm?PK=106649
58,59,107010,3247,2970,199,15,8,52,0,0,3,2346,2098,179,15,8,44,0,0,2,752,712,40,Tract: 1070.10\nTotal Population: 3247,navigatela/reports/census_tracts_2010.cfm?PK=107010
59,60,107020,5404,4612,303,65,30,364,2,13,15,3736,3110,255,51,22,280,2,7,9,1307,1225,82,Tract: 1070.20\nTotal Population: 5404,navigatela/reports/census_tracts_2010.cfm?PK=107020
60,61,108101,2230,209,1351,74,6,577,2,6,5,1822,159,1126,54,6,469,2,5,1,800,789,11,Tract: 1081.01\nTotal Population: 2230,navigatela/reports/census_tracts_2010.cfm?PK=108101
61,62,108102,3430,334,1880,71,3,1113,2,6,21,2755,248,1588,55,3,843,1,5,12,1253,1223,30,Tract: 1081.02\nTotal Population: 3430,navigatela/reports/census_tracts_2010.cfm?PK=108102
62,63,108103,3256,291,1848,55,0,1033,4,6,19,2650,214,1506,41,0,868,4,3,14,1075,1051,24,Tract: 1081.03\nTotal Population: 3256,navigatela/reports/census_tracts_2010.cfm?PK=108103
63,64,108104,1698,172,1066,53,1,388,4,1,13,1315,127,856,31,1,289,4,1,6,587,580,7,Tract: 1081.04\nTotal Population: 1698,navigatela/reports/census_tracts_2010.cfm?PK=108104
64,65,108201,5551,406,2310,130,10,2624,8,22,41,4173,269,1793,93,10,1963,5,14,26,1900,1848,52,Tract: 1082.01\nTotal Population: 5551,navigatela/reports/census_tracts_2010.cfm?PK=108201
65,66,108202,4895,525,1967,203,14,2123,10,21,32,3754,385,1586,133,14,1601,9,13,13,1972,1826,146,Tract: 1082.02\nTotal Population: 4895,navigatela/reports/census_tracts_2010.cfm?PK=108202
66,67,109100,2492,1430,728,67,10,240,7,2,8,1971,1002,693,47,10,208,3,1,7,775,731,44,Tract: 1091.00\nTotal Population: 2492,navigatela/reports/census_tracts_2010.cfm?PK=109100
67,68,109200,2669,1005,1006,101,9,507,1,10,30,2069,709,869,73,7,385,1,6,19,899,873,26,Tract: 1092.00\nTotal Population: 2669,navigatela/reports/census_tracts_2010.cfm?PK=109200
68,69,109300,3085,1352,1010,133,11,541,2,2,34,2391,987,855,89,11,421,2,2,24,898,877,21,Tract: 1093.00\nTotal Population: 3085,navigatela/reports/census_tracts_2010.cfm?PK=109300
69,70,109400,3720,2790,519,97,29,246,13,16,10,2827,2013,473,71,24,222,8,9,7,1068,1021,47,Tract: 1094.00\nTotal Population: 3720,navigatela/reports/census_tracts_2010.cfm?PK=109400
70,71,109500,4303,3983,134,40,8,114,0,7,17,3077,2802,122,36,7,97,0,3,10,1054,1005,49,Tract: 1095.00\nTotal Population: 4303,navigatela/reports/census_tracts_2010.cfm?PK=109500
71,72,109601,5020,3516,753,156,13,540,10,11,21,3743,2463,654,126,12,463,9,6,10,1323,1276,47,Tract: 1096.01\nTotal Population: 5020,navigatela/reports/census_tracts_2010.cfm?PK=109601
72,73,109603,4252,2761,761,207,15,482,1,11,14,3150,1882,696,146,14,396,1,6,9,1316,1265,51,Tract: 1096.03\nTotal Population: 4252,navigatela/reports/census_tracts_2010.cfm?PK=109603
73,74,109604,2975,1800,708,123,8,307,2,15,12,2256,1263,623,95,7,248,0,10,10,920,889,31,Tract: 1096.04\nTotal Population: 2975,navigatela/reports/census_tracts_2010.cfm?PK=109604
74,75,109700,4493,1890,1585,141,22,804,11,12,28,3429,1291,1346,101,18,634,10,9,20,1400,1348,52,Tract: 1097.00\nTotal Population: 4493,navigatela/reports/census_tracts_2010.cfm?PK=109700
75,76,109800,4565,2110,1518,148,33,712,3,10,31,3536,1470,1320,111,21,585,3,6,20,1460,1402,58,Tract: 1098.00\nTotal Population: 4565,navigatela/reports/census_tracts_2010.cfm?PK=109800
76,77,111100,2982,1170,1171,115,13,487,4,11,11,2266,801,979,85,12,372,3,7,7,942,913,29,Tract: 1111.00\nTotal Population: 2982,navigatela/reports/census_tracts_2010.cfm?PK=111100
77,78,111201,3410,995,1703,107,11,535,10,30,19,2679,690,1446,78,11,415,5,21,13,1130,1093,37,Tract: 1112.01\nTotal Population: 3410,navigatela/reports/census_tracts_2010.cfm?PK=111201
78,79,111202,5213,1421,2617,166,24,925,6,22,32,4056,956,2193,129,22,717,6,14,19,1938,1836,102,Tract: 1112.02\nTotal Population: 5213,navigatela/reports/census_tracts_2010.cfm?PK=111202
79,80,111204,5859,871,3443,242,12,1241,8,13,29,4594,592,2833,173,9,955,4,7,21,1955,1917,38,Tract: 1112.04\nTotal Population: 5859,navigatela/reports/census_tracts_2010.cfm?PK=111204
80,81,111205,3375,610,1397,166,3,1153,1,15,30,2722,440,1241,133,3,877,1,9,18,1298,1246,52,Tract: 1112.05\nTotal Population: 3375,navigatela/reports/census_tracts_2010.cfm?PK=111205
81,82,111206,4490,931,2556,151,12,791,3,31,15,3612,674,2165,100,10,632,2,21,8,1538,1497,41,Tract: 1112.06\nTotal Population: 4490,navigatela/reports/census_tracts_2010.cfm?PK=111206
82,83,111301,7087,2080,2663,425,19,1764,26,29,81,5579,1414,2313,343,13,1388,20,23,65,2778,2635,143,Tract: 1113.01\nTotal Population: 7087,navigatela/reports/census_tracts_2010.cfm?PK=111301
83,84,111302,4786,1023,2402,305,22,963,15,23,33,3955,786,2084,249,18,763,11,20,24,1915,1810,105,Tract: 1113.02\nTotal Population: 4786,navigatela/reports/census_tracts_2010.cfm?PK=111302
84,85,111400,7560,2427,3122,282,17,1611,19,32,50,5911,1684,2650,198,17,1290,16,22,34,2847,2752,95,Tract: 1114.00\nTotal Population: 7560,navigatela/reports/census_tracts_2010.cfm?PK=111400
85,86,113101,3558,731,2150,117,28,490,11,6,25,2898,511,1849,95,27,384,9,6,17,1140,1118,22,Tract: 1131.01\nTotal Population: 3558,navigatela/reports/census_tracts_2010.cfm?PK=113101
86,87,113102,2828,369,1888,98,1,434,4,13,21,2288,271,1576,64,1,353,4,7,12,967,943,24,Tract: 1131.02\nTotal Population: 2828,navigatela/reports/census_tracts_2010.cfm?PK=113102
87,88,113211,3787,466,2628,120,12,507,8,14,32,3156,319,2327,88,10,381,6,7,18,1613,1548,65,Tract: 1132.11\nTotal Population: 3787,navigatela/reports/census_tracts_2010.cfm?PK=113211
88,89,113212,3069,712,1569,162,10,574,18,3,21,2458,514,1325,117,7,463,12,2,18,1082,1045,37,Tract: 1132.12\nTotal Population: 3069,navigatela/reports/census_tracts_2010.cfm?PK=113212
89,90,113213,4316,1035,2040,214,18,951,15,10,33,3434,756,1730,150,15,747,10,8,18,1660,1594,66,Tract: 1132.13\nTotal Population: 4316,navigatela/reports/census_tracts_2010.cfm?PK=113213
90,91,113231,2113,239,1484,93,6,268,1,6,16,1645,160,1197,61,6,206,1,4,10,806,785,21,Tract: 1132.31\nTotal Population: 2113,navigatela/reports/census_tracts_2010.cfm?PK=113231
91,92,113232,3894,692,2380,175,12,600,7,8,20,3158,505,2029,126,10,462,6,6,14,1388,1342,46,Tract: 1132.32\nTotal Population: 3894,navigatela/reports/census_tracts_2010.cfm?PK=113232
92,93,113233,6655,3622,1608,499,16,849,5,25,31,4861,2377,1406,367,14,652,4,15,26,2448,2283,165,Tract: 1132.33\nTotal Population: 6655,navigatela/reports/census_tracts_2010.cfm?PK=113233
93,94,113234,4667,2565,1113,180,11,761,13,8,16,3466,1706,997,134,9,585,13,6,16,1585,1494,91,Tract: 1132.34\nTotal Population: 4667,navigatela/reports/census_tracts_2010.cfm?PK=113234
94,95,113235,10,0,10,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,6,5,1,Tract: 1132.35\nTotal Population: 10,navigatela/reports/census_tracts_2010.cfm?PK=113235
95,96,113237,3661,588,2081,212,11,705,4,28,32,2994,425,1791,160,11,564,4,20,19,1496,1432,64,Tract: 1132.37\nTotal Population: 3661,navigatela/reports/census_tracts_2010.cfm?PK=113237
96,97,113301,2201,431,1263,103,5,379,3,5,12,1736,285,1062,71,3,300,3,5,7,982,717,265,Tract: 1133.01\nTotal Population: 2201,navigatela/reports/census_tracts_2010.cfm?PK=113301
97,98,113303,4006,1167,2019,149,21,613,6,2,29,3083,783,1692,93,16,468,5,2,24,1398,1362,36,Tract: 1133.03\nTotal Population: 4006,navigatela/reports/census_tracts_2010.cfm?PK=113303
98,99,113321,5473,1804,2091,322,34,1152,10,21,39,4312,1219,1848,244,27,917,7,16,34,2406,2252,154,Tract: 1133.21\nTotal Population: 5473,navigatela/reports/census_tracts_2010.cfm?PK=113321
99,100,113322,3947,760,2164,161,10,807,4,17,24,3191,545,1852,113,10,640,4,9,18,1370,1323,47,Tract: 1133.22\nTotal Population: 3947,navigatela/reports/census_tracts_2010.cfm?PK=113322
100,101,113401,5543,2232,2002,218,24,1016,13,10,28,4391,1592,1764,161,22,814,13,3,22,1777,1716,61,Tract: 1134.01\nTotal Population: 5543,navigatela/reports/census_tracts_2010.cfm?PK=113401
101,102,113421,6109,3176,1414,559,18,862,19,18,43,4430,2085,1195,409,12,674,10,13,32,2064,1952,112,Tract: 1134.21\nTotal Population: 6109,navigatela/reports/census_tracts_2010.cfm?PK=113421
102,103,113422,6057,2556,1912,379,21,1115,11,15,48,4674,1750,1659,300,21,886,9,13,36,2158,2043,115,Tract: 1134.22\nTotal Population: 6057,navigatela/reports/census_tracts_2010.cfm?PK=113422
103,104,115101,5046,899,3272,214,28,580,15,22,16,4044,623,2782,149,16,436,13,15,10,1724,1688,36,Tract: 1151.01\nTotal Population: 5046,navigatela/reports/census_tracts_2010.cfm?PK=115101
104,105,115103,2776,879,744,697,22,386,3,5,40,2752,872,734,694,22,382,3,5,40,31,30,1,Tract: 1151.03\nTotal Population: 2776,navigatela/reports/census_tracts_2010.cfm?PK=115103
105,106,115104,4444,1003,1916,384,13,1055,10,17,46,3757,800,1695,333,13,856,9,13,38,2117,1979,138,Tract: 1151.04\nTotal Population: 4444,navigatela/reports/census_tracts_2010.cfm?PK=115104
106,107,115201,6437,1590,2584,428,35,1690,22,27,61,5402,1226,2275,348,23,1445,14,23,48,2911,2736,175,Tract: 1152.01\nTotal Population: 6437,navigatela/reports/census_tracts_2010.cfm?PK=115201
107,108,115202,4828,1602,1767,326,27,1005,21,20,60,3972,1190,1554,259,24,869,18,14,44,1951,1832,119,Tract: 1152.02\nTotal Population: 4828,navigatela/reports/census_tracts_2010.cfm?PK=115202
108,109,115301,4156,729,2312,201,12,848,12,20,22,3427,540,2029,144,12,663,9,17,13,1766,1669,97,Tract: 1153.01\nTotal Population: 4156,navigatela/reports/census_tracts_2010.cfm?PK=115301
109,110,115302,4351,3455,470,72,6,327,0,10,11,2867,2127,395,50,6,274,0,4,11,1025,960,65,Tract: 1153.02\nTotal Population: 4351,navigatela/reports/census_tracts_2010.cfm?PK=115302
110,111,115401,5776,2667,1928,351,19,761,8,27,15,4328,1767,1615,269,18,624,8,15,12,2055,1959,96,Tract: 1154.01\nTotal Population: 5776,navigatela/reports/census_tracts_2010.cfm?PK=115401
111,112,115403,3188,1829,688,131,5,474,15,12,34,2382,1238,602,112,5,381,10,10,24,1045,978,67,Tract: 1154.03\nTotal Population: 3188,navigatela/reports/census_tracts_2010.cfm?PK=115403
112,113,115404,2913,1496,708,218,4,440,11,14,22,2248,1076,618,158,3,364,10,8,11,867,824,43,Tract: 1154.04\nTotal Population: 2913,navigatela/reports/census_tracts_2010.cfm?PK=115404
113,114,117101,4796,2186,494,264,6,1790,19,5,32,3535,1480,409,193,3,1405,16,4,25,1376,1321,55,Tract: 1171.01\nTotal Population: 4796,navigatela/reports/census_tracts_2010.cfm?PK=117101
114,115,117102,2631,1544,571,114,7,363,1,15,16,2043,1088,521,89,7,318,1,10,9,828,779,49,Tract: 1171.02\nTotal Population: 2631,navigatela/reports/census_tracts_2010.cfm?PK=117102
