,the_geom,CNSLD,VBM
283,"MULTIPOLYGON (((-118.34391931121094 33.98940171103087, -118.34392279446011 33.989265068934905, -118.34392659230542 33.988948122799755, -118.34393459961474 33.988486123948974, -118.3439410093311 33.98803991634287, -118.34395544753727 33.987137205600284, -118.34396479466596 33.98660099091181, -118.34396326518483 33.98622866826815, -118.34395961393072 33.985340091081696, -118.34430431724188 33.98533842463933, -118.34452202353478 33.98533711537364, -118.34637087780777 33.98532527995964, -118.34637087435817 33.985320521699016, -118.34637054359463 33.984846819605195, -118.34614289811161 33.98443837610594, -118.34719842651276 33.98442984780973, -118.34854264232143 33.98442220496681, -118.34985870942667 33.98441460713108, -118.35154730329086 33.98441287538961, -118.35161409545903 33.98453590358927, -118.35163740196279 33.98458735896745, -118.35168407282109 33.984705053720084, -118.35170079475378 33.98475822495594, -118.3517259284989 33.98485226683896, -118.35174947793541 33.984960741409836, -118.35175624218071 33.98500125534717, -118.3517682469015 33.9851111347959, -118.35177547656617 33.98526191161538, -118.35177561341783 33.985294486172975, -118.35177563382078 33.98529934265161, -118.35268244619503 33.98529518733941, -118.35268285687066 33.985297106396416, -118.3526882857024 33.986976006809535, -118.35268836527507 33.987070437273054, -118.3526884246576 33.987141318045225, -118.35268037747552 33.989182076106665, -118.35267980401996 33.989334994319506, -118.35179124050994 33.989341923482144, -118.35163054210584 33.989344251715686, -118.35123848128578 33.98934628604855, -118.35044797868082 33.989352485313866, -118.34835071687432 33.98936890746111, -118.34696069740221 33.989380034237165, -118.34611790564584 33.9893867737788, -118.34487326814774 33.98939671475947, -118.34487303834537 33.98937534466441, -118.34478241659916 33.98937601291929, -118.34445541910023 33.9893787137784, -118.34445542057867 33.98939959319233, -118.34402655936705 33.989402942425926, -118.34391931121094 33.98940171103087)))",9002556A,F
284,"MULTIPOLYGON (((-118.31626677910458 34.05026764490678, -118.31675608419562 34.049147952049104, -118.31788803888152 34.049490174873476, -118.31737559408734 34.050594787456575, -118.31626677910458 34.05026764490678)))",9002557A,T
285,"MULTIPOLYGON (((-118.28041525572367 33.93564041014929, -118.28058523432567 33.93520688035754, -118.28071814468981 33.93490292970672, -118.28099098143215 33.93438678224598, -118.28096909456343 33.93445868649013, -118.28089591745194 33.934754939912665, -118.28089358791468 33.93476628831119, -118.28123715416554 33.93476479789407, -118.28126845954331 33.93476094569405, -118.28131790789506 33.9347601442915, -118.2814860549765 33.934765590189194, -118.28198055058628 33.93476374886757, -118.28258548129774 33.93476129879682, -118.2831953558705 33.93475884039228, -118.28480576177977 33.934752645253475, -118.28480594266048 33.93432191204423, -118.2848077419507 33.933883972754366, -118.28480813287753 33.933510261361995, -118.2848076868688 33.933379055543995, -118.28480768806462 33.932895784708954, -118.28387314746952 33.9329062245968, -118.28258751234043 33.93292058805217, -118.28197601670408 33.932927164462804, -118.28147971784895 33.932932454721985, -118.28156322567582 33.932713797146356, -118.28159748289015 33.93260792515704, -118.2816113233276 33.932554443302394, -118.28162514453412 33.932501037219275, -118.28165765624628 33.93236597344796, -118.2816738663814 33.93228453160754, -118.28169648485714 33.93214845959327, -118.28171090581932 33.932025458985734, -118.28171407646765 33.931988012204805, -118.28172188931705 33.9318605626901, -118.28172632484886 33.93170942001154, -118.28172347655716 33.93135220696649, -118.2817252665782 33.93102285549889, -118.28153723018075 33.9310206811413, -118.2814316067082 33.931019470834386, -118.28131253166532 33.931018102496324, -118.28107767284386 33.931015408281226, -118.2809047018002 33.93101342049678, -118.28064597703211 33.93101047541727, -118.28065723075132 33.9309146866949, -118.28067165777036 33.930793747997676, -118.28067386884639 33.93077418069312, -118.28070036192624 33.93050620067296, -118.28070730646485 33.93042421889558, -118.28075268665351 33.92988951435588, -118.28082192479498 33.929144523520286, -118.28082905196953 33.92906773229101, -118.2808349481888 33.929008309972986, -118.28084496346212 33.92890746748811, -118.2808589298692 33.92876641867787, -118.28088166500318 33.92853727782604, -118.28088192900822 33.92853473221078, -118.28100843326438 33.92853339711314, -118.2810481197314 33.92853297286049, -118.2810662498942 33.92853293060252, -118.28141382698269 33.928528933054764, -118.28259079322011 33.92851699582643, -118.28259080289098 33.92851954260726, -118.28287793389954 33.92851850785515, -118.28289592346717 33.928518466553456, -118.28376605844159 33.92851573957372, -118.28643566690965 33.928507291091215, -118.2867095369121 33.928506382390005, -118.28694788853927 33.928505567510435, -118.28694770964398 33.92870344332441, -118.28694767999173 33.92871436445049, -118.28694744648824 33.9289253485496, -118.28694706651412 33.92922588403719, -118.2869469344751 33.92932912321993, -118.28694680412447 33.92943822410567, -118.28694638058522 33.92977498923759, -118.28694705107856 33.929970771517006, -118.2869468128625 33.930381230369335, -118.28694559662136 33.93099023592057, -118.2869444348543 33.931612626296044, -118.28694396276737 33.93195574915098, -118.28694317322879 33.9322064954348, -118.28694225207545 33.932419128316674, -118.28694193995523 33.93280896417138, -118.28694215426898 33.932871542034604, -118.28694222660482 33.933373320105886, -118.28694064061854 33.93339151663082, -118.28694063554133 33.93387100923785, -118.28694049587902 33.934313415293616, -118.28693991112324 33.934624281066455, -118.28694032284385 33.934744498304404, -118.28694015438047 33.93517660094344, -118.28694327316006 33.935605943423596, -118.2848053775609 33.93561100692302, -118.28480526201479 33.9360609614173, -118.28480507642875 33.9364903126638, -118.28480489789239 33.936926192746185, -118.28480473098156 33.93736103876876, -118.28480456276614 33.93779486518626, -118.28480447417273 33.93825306864445, -118.28396710161427 33.93825847809419, -118.28320389700113 33.93826060543607, -118.28258410651965 33.93826241903077, -118.2819626577795 33.938264200862335, -118.28051207854972 33.93826794337043, -118.27999611156021 33.938264330982264, -118.27999572356175 33.9381482354216, -118.27999607238283 33.93775905661293, -118.27999872521387 33.937566700393795, -118.28000770033385 33.93729189504847, -118.2800169407808 33.93709746355829, -118.28002340468693 33.93705933391986, -118.28011383072393 33.93649546591533, -118.28014295668959 33.936332587550346, -118.28016273219787 33.936233456922245, -118.28041525572367 33.93564041014929)))",9002572A,F
286,"MULTIPOLYGON (((-118.28697706711819 33.916596933601724, -118.28698310527625 33.916436500507736, -118.2872649131898 33.91643756302055, -118.28776095883684 33.91643808037784, -118.28935125848733 33.91643908116756, -118.29097122268026 33.916440350903564, -118.29154638902124 33.916447889219974, -118.29154595357524 33.916654369611095, -118.2915451541004 33.917039372210496, -118.29154522215735 33.91705893418672, -118.2915437629268 33.917586880232506, -118.29154334447387 33.91841398600895, -118.29154189699086 33.91894500808564, -118.29154137559104 33.919268214304196, -118.29154071053364 33.919552616629645, -118.29153995281659 33.9198085220471, -118.2915391675725 33.92005651667317, -118.29153470232008 33.921141575275, -118.29006137949177 33.92115543755207, -118.2888104520509 33.92114264031694, -118.28696790333943 33.92114336872454, -118.28696863037263 33.92087221234986, -118.2869681398407 33.92072834218727, -118.28697250647511 33.9200784636478, -118.28697910431909 33.91911703611092, -118.28698342245225 33.91845272890791, -118.28698405650712 33.91815665473226, -118.2869852799416 33.91803299626838, -118.2869885043607 33.91705030460746, -118.28697753761584 33.91673432451683, -118.2869772637854 33.91665436282373, -118.28697706711819 33.916596933601724)))",9002591A,F
287,"MULTIPOLYGON (((-118.2916651306386 33.96003366898604, -118.2916717439855 33.95949048546251, -118.29587270369413 33.95949652354531, -118.29760765317917 33.95949186346575, -118.29760752988751 33.959498879445306, -118.29760727933169 33.95987900760837, -118.29760651765902 33.960023637703706, -118.29760254168316 33.960023649315964, -118.29587293438027 33.96002859008956, -118.29398000750463 33.96003697389046, -118.29397680402018 33.9600369880082, -118.2938910657707 33.96003755663421, -118.29243516755194 33.96004384094553, -118.29187783770661 33.960036589312445, -118.2916651306386 33.96003366898604)))",9002647A,T
288,"MULTIPOLYGON (((-118.28153346597334 33.923366725241735, -118.28157428575413 33.92317521226616, -118.28204443677984 33.923176532217575, -118.28204072332045 33.92334751472905, -118.28221041784504 33.923350085489204, -118.28218555060212 33.921945575528596, -118.2821777238122 33.921500308285246, -118.28216642602499 33.92085599656275, -118.28217105017599 33.92084991578842, -118.28227770691554 33.92071158620816, -118.28238111684468 33.9205873477267, -118.28239261022273 33.92057426856237, -118.28254858460117 33.920399414330035, -118.28269965695173 33.920236594097695, -118.28284582991766 33.92008752437651, -118.28304951964458 33.919889540779266, -118.28303302265742 33.920373204071495, -118.2830179644638 33.9207940035261, -118.28301603188463 33.92080805829473, -118.2829343176803 33.92140148362163, -118.28285210375932 33.92194588437913, -118.28283759855613 33.92204195583273, -118.28276175182425 33.92252127961403, -118.28269394637928 33.922941168742504, -118.2826737050111 33.92309561462139, -118.28259112333839 33.92372661012298, -118.28181486186834 33.923728426919624, -118.28171267629482 33.923728665707024, -118.28146710919046 33.923729593493, -118.28149298839635 33.923583543156525, -118.28152540771096 33.923420656931334, -118.28153346597334 33.923366725241735)))",9002702A,T
289,"MULTIPOLYGON (((-118.29582900708641 33.98913952067274, -118.29567066331973 33.98913922179209, -118.29365015847698 33.98914415559148, -118.29167319337941 33.98914895032659, -118.29149960597285 33.98914936978142, -118.29145370582356 33.98835671772944, -118.29145336865125 33.988259853899024, -118.29145578408439 33.98753131813387, -118.29147327402322 33.986870504808586, -118.2914741100126 33.98616490868942, -118.29145989909128 33.9858729806076, -118.29147182152725 33.98550749057087, -118.29146187913011 33.98501908770963, -118.29147194966004 33.98459450253291, -118.291463806425 33.98415005383519, -118.29147565845138 33.98373891877531, -118.29145217313169 33.98369099170747, -118.29147704500312 33.98369079730093, -118.2914656519775 33.983259413302775, -118.2914755400266 33.98278433677382, -118.29146910353214 33.98235604298548, -118.29146697110988 33.98221692714216, -118.29151485090684 33.98223159471953, -118.29159408402789 33.98225027764303, -118.2916731682544 33.982265972311424, -118.29186804517597 33.982304575976706, -118.29196541299767 33.982320824840066, -118.29207593943829 33.98232811665254, -118.29262355232322 33.98234464819039, -118.29583964205526 33.98234815325605, -118.2980414320726 33.98235029585258, -118.2982677463642 33.98235050202219, -118.30024190285032 33.982364126822056, -118.30024164835844 33.98325715816104, -118.29969559982098 33.9832571146791, -118.29803971966057 33.98325777410227, -118.29803801007122 33.98416696800871, -118.29803727365699 33.984422533079055, -118.29803283022417 33.98503221475793, -118.29802595215557 33.985881629516015, -118.29583068301388 33.98587707686522, -118.29583067943699 33.98587882133004, -118.29582960064066 33.98604061483707, -118.29582863179208 33.98669974936098, -118.29582826357841 33.98752858422648, -118.29582751090335 33.988249217810086, -118.2958279076887 33.988361521961416, -118.29582900708641 33.98913952067274)))",9002788A,F
290,"MULTIPOLYGON (((-118.41830402738454 34.01219759279157, -118.41848012475941 34.01209739272867, -118.41857636509756 34.01221829719468, -118.4186726615348 34.01234127131131, -118.42071993371937 34.01492437593263, -118.42128966015576 34.01564581436737, -118.42129299535505 34.01565003813087, -118.42213470803189 34.01671586267254, -118.42264779587165 34.017360537110555, -118.42333858596488 34.01822847049371, -118.4237836253333 34.018791606143424, -118.42354958456937 34.0188429107406, -118.42325456755245 34.01890819151225, -118.42308148707508 34.018942101814524, -118.42300403624097 34.01896127660176, -118.42286400058416 34.01900367502765, -118.42275693532987 34.019040455767424, -118.42266635801728 34.01907443711811, -118.42249017084418 34.01914718650195, -118.42231566705935 34.01922575454732, -118.42222020467483 34.019272469685916, -118.42212967560113 34.019316752288745, -118.42186472230065 34.01945471885237, -118.42071910923715 34.02001241645762, -118.41996031268948 34.02038225239765, -118.41923772398647 34.02073682286422, -118.41886935967814 34.020325592308666, -118.4173866055801 34.01846628583578, -118.41742939561944 34.01844277914231, -118.41745078360638 34.01843102851879, -118.4175495060875 34.01837641656449, -118.41781278678874 34.018231235886724, -118.41801516583807 34.01811753342941, -118.41754851093889 34.017513921219305, -118.41748713043397 34.01744613086344, -118.41744063322335 34.01738961497193, -118.41729939019514 34.01718813733026, -118.41725126773723 34.017131964159596, -118.41715846711125 34.017053976816634, -118.41694980203378 34.016896346136114, -118.41685700427959 34.01681904371976, -118.41681226677207 34.016778323589506, -118.4167508853962 34.01671360890066, -118.41671270816907 34.0166684061994, -118.41667598626002 34.01662193902068, -118.41661308682873 34.016542351499744, -118.41652671019357 34.016425521484024, -118.41642709624439 34.01630083784121, -118.41535283792898 34.01494296345053, -118.41487352035804 34.01433902499964, -118.41476925360392 34.014214707610925, -118.41572369444188 34.01366592634529, -118.41578190561647 34.01363245566755, -118.4161440379405 34.013425433692404, -118.41647947706186 34.01323366742066, -118.41667599072463 34.013122059167614, -118.41715239983097 34.01285139165944, -118.41799143630777 34.01237489746404, -118.41830402738454 34.01219759279157)))",9002890A,F
291,"MULTIPOLYGON (((-118.40353126560784 34.02386489485709, -118.40405470238316 34.02359728459247, -118.40574178528944 34.02578099874455, -118.40521835531754 34.02605306988129, -118.40470649430948 34.02632888639865, -118.40479588340021 34.02644168856823, -118.40589694169067 34.02783107891739, -118.40535378693316 34.02812143874105, -118.40484025629165 34.02839553408428, -118.40437610378096 34.02864370684566, -118.40412101609287 34.02878712408618, -118.40393508474844 34.028899722192016, -118.4038034730124 34.028983615621584, -118.40374098095933 34.029028477577775, -118.40367195825291 34.02908677074644, -118.40365388092397 34.029102959622925, -118.40356302049872 34.02908163379202, -118.40335652240778 34.029035258436245, -118.4032755863995 34.02901939948658, -118.40322769227964 34.02901164309705, -118.40316825156842 34.02900532533036, -118.40298954414854 34.028776825223645, -118.40214046382725 34.02769115144356, -118.40163239969857 34.0270426064666, -118.40114754568164 34.02641564792552, -118.40053983763029 34.0256300647083, -118.40131180410955 34.025224932142166, -118.40208540710286 34.024818069048024, -118.40248701889433 34.024606875445755, -118.40258412518746 34.024553982350206, -118.40264993076934 34.02451290449626, -118.40269595058024 34.02447461073122, -118.40271564312891 34.02445291635742, -118.40276322212102 34.02439574196524, -118.40280912334599 34.024332383225776, -118.40283042557147 34.02430140307974, -118.40287800334893 34.024244910205425, -118.4029010034656 34.02422386738991, -118.40292401845484 34.02420524153075, -118.40297666377661 34.024172449238144, -118.40311491805667 34.02409848204601, -118.40353126560784 34.02386489485709)))",9002893A,F
292,"MULTIPOLYGON (((-118.41205175690382 34.04921280010287, -118.41267188333822 34.04885489360734, -118.41580976076634 34.05251387948399, -118.415825533295 34.052518730426016, -118.41586910833117 34.05256980739322, -118.41610814637919 34.052847007446985, -118.41611392667127 34.05285370035925, -118.41615358957866 34.052899715063916, -118.41621356430451 34.052969265543936, -118.41622415987219 34.05298156382703, -118.41632648535106 34.05310415974318, -118.41619040020123 34.05319297835053, -118.41608943286737 34.0532589508162, -118.41592327268445 34.053371832838245, -118.41573576330755 34.05350643128033, -118.4155532335408 34.05364582829493, -118.41545952495962 34.05372240976066, -118.41532311286278 34.053842411706, -118.41520482995266 34.053957209712365, -118.41513257571148 34.05403233871045, -118.41502588606564 34.05415498872496, -118.41487823053583 34.05433718603847, -118.41467005945395 34.05463365409224, -118.4146126990667 34.05471766314325, -118.4145586471181 34.0548026768398, -118.41448497745603 34.05492556191352, -118.41428041950975 34.055285555279255, -118.41415435156286 34.05549482827692, -118.41403655150752 34.05570645735742, -118.4139581374839 34.05587297103475, -118.4139059598245 34.05600367682598, -118.41386204015136 34.0561357291363, -118.41381330803895 34.05629562740698, -118.4137646507509 34.05646959746308, -118.41375651326425 34.0564933122754, -118.41370290283261 34.056668676822724, -118.41366057350143 34.05678733401474, -118.41363771769733 34.056839268597635, -118.41361156160139 34.05689123251003, -118.41358050469783 34.05695316885215, -118.41349540449053 34.05710217658231, -118.41334309386144 34.05734624498021, -118.41325128961417 34.05747672459587, -118.41318736227672 34.05756762603944, -118.41310022803289 34.05763972057426, -118.41301641319568 34.05771590658016, -118.41287672744059 34.057843143651176, -118.41277316841455 34.05793280641912, -118.41269095681331 34.0579990373772, -118.41255277284394 34.05809669768748, -118.41233228285509 34.05824138707838, -118.41196199568635 34.05847242589967, -118.41194224934102 34.05848521571879, -118.41154238000715 34.05874350568099, -118.41077367227334 34.05919266025612, -118.41047629980758 34.058809983426926, -118.41046301447734 34.0587932068384, -118.41035671472947 34.058660988332264, -118.41012256757978 34.058377376448554, -118.4100129398856 34.058239995037994, -118.40992487995292 34.058123868839594, -118.40980184511048 34.05794531727353, -118.4095855862894 34.057605311257596, -118.40892728246047 34.05666537410467, -118.40856690841751 34.05622108143484, -118.40823099899157 34.05571729116506, -118.40803316809331 34.0554314961528, -118.40762602042781 34.054866801926046, -118.40758278078002 34.054806851561004, -118.40710548513817 34.054153646172395, -118.40709973536349 34.054145749178915, -118.4068034085753 34.05374019706876, -118.40622867310233 34.05299850360732, -118.40598542767214 34.0526850457405, -118.40601250627368 34.05267360618443, -118.40618211199391 34.05258886765764, -118.40626278892664 34.05254566970099, -118.40633523328546 34.05250764715413, -118.40649985738116 34.05241604983846, -118.40662493811372 34.05234075267492, -118.4073641535677 34.051913222902066, -118.40792364320707 34.05158963514241, -118.40813926705651 34.05146456781917, -118.40818700505291 34.05143692769011, -118.40853760237155 34.051235144331486, -118.4088042598272 34.05108173650782, -118.40992347047035 34.050424633637284, -118.41064113909755 34.05001586551871, -118.41075305830066 34.04995022008019, -118.41205175690382 34.04921280010287)))",9002900A,F
293,"MULTIPOLYGON (((-118.30024914736725 33.96367519312401, -118.3002494841432 33.96274811309297, -118.30026323993975 33.96274809958962, -118.30025515110022 33.961644641661756, -118.3002501358059 33.96096028757524, -118.30025018072067 33.96084484974148, -118.30025050622558 33.96001603988845, -118.30025062473572 33.95948471707573, -118.30025086886889 33.95904185891937, -118.3002804144368 33.95904096678876, -118.30074332888802 33.95903795641118, -118.30203594244333 33.959022361454515, -118.30246034232846 33.95901995388554, -118.30246957494874 33.95901987484073, -118.30246958541599 33.9594784568106, -118.30246941437908 33.959890972166015, -118.30246325560803 33.960011558619904, -118.30245549597963 33.96014483626636, -118.30245674085047 33.960945273924445, -118.30247409507317 33.96094503027192, -118.3046253239288 33.960930139231145, -118.30463811860027 33.960930103314126, -118.30467602258649 33.960929793022345, -118.30678565512784 33.96091545713423, -118.30681619022567 33.960915171220925, -118.30679966932676 33.96000574897983, -118.30679961382201 33.95999030056652, -118.30732887784251 33.95998689331769, -118.30897435100178 33.95997032724092, -118.30897620323813 33.960917641908594, -118.30897950529547 33.961812749138765, -118.30898282493382 33.962712602921584, -118.30681131136899 33.962733247774594, -118.30681473527537 33.96366791380206, -118.30682140275364 33.96458774513898, -118.3046283585357 33.96459434422424, -118.30245838896421 33.964598763063854, -118.30024878383767 33.96460326316202, -118.30024914736725 33.96367519312401)))",9002908A,F
294,"MULTIPOLYGON (((-118.30017749208567 34.00733756286887, -118.300175021271 34.00606799348769, -118.30017289439034 34.00552013421868, -118.30017173876936 34.004389695563354, -118.30017156209199 34.00422932753842, -118.30016970857145 34.00371240271317, -118.30023375052807 34.00371257608222, -118.30124202098457 34.00371555759287, -118.30233351817743 34.00371900468207, -118.30343613675595 34.00372242926594, -118.30400198793014 34.00372410746329, -118.30453483801975 34.003723780144504, -118.3056764255472 34.003722956022536, -118.30673387730462 34.00372200680452, -118.30673384751418 34.00416440791259, -118.3067340854728 34.004391247343655, -118.30673596538168 34.00609340705264, -118.30567351900456 34.00608923555577, -118.30567060914272 34.00845583729027, -118.30454049589855 34.00845251766399, -118.30343512286241 34.00844944530497, -118.30233324874433 34.00844638561218, -118.30125573685201 34.00844322891165, -118.30023193256615 34.008440281506054, -118.30017963477714 34.008440139321884, -118.30017423246329 34.00819518025478, -118.30017749208567 34.00733756286887)))",9002927A,F
295,"MULTIPOLYGON (((-118.42788873792885 34.03168425548735, -118.42777412609375 34.03154006812891, -118.42754832953078 34.031273279017086, -118.42693534011899 34.03047892190068, -118.42686059617839 34.0303847117041, -118.4260152242395 34.02932256378448, -118.4257595238052 34.02901433151674, -118.42545235004198 34.0286430771688, -118.42510533837637 34.02822488422646, -118.42483305936126 34.02790126062717, -118.4248097537878 34.02786081687357, -118.42448422585316 34.027447361681055, -118.42381317270436 34.02658207841861, -118.42339631397738 34.02605424418629, -118.4232601885318 34.02589155649157, -118.42324524181761 34.02587374319533, -118.4229746854717 34.02556110366647, -118.4229697688529 34.02555514462402, -118.42302123082963 34.02552525155073, -118.42304104137791 34.02545034850042, -118.42306682549237 34.02548061910315, -118.42315478582954 34.025148068502276, -118.42320313673372 34.025156932382664, -118.4232387141702 34.025021447741395, -118.42326936885236 34.024905571584746, -118.42340774401701 34.024382367940646, -118.42346985988576 34.024147579950025, -118.42365440988064 34.02344977806078, -118.4237805844836 34.02297278077574, -118.42385303042182 34.02269881173486, -118.42407743962076 34.02185036361247, -118.4242109587591 34.02177474082334, -118.42420958540868 34.0217729389756, -118.4238657241112 34.02131832774844, -118.42378600291595 34.02121624659645, -118.4235435133523 34.02090315563306, -118.42323299209468 34.02051404199824, -118.42300219206368 34.02022942900832, -118.42222020467483 34.019272469685916, -118.42231566705935 34.01922575454732, -118.42249017084418 34.01914718650195, -118.42266635801728 34.01907443711811, -118.42275693532987 34.019040455767424, -118.42286400058416 34.01900367502765, -118.42300403624097 34.01896127660176, -118.42308148707508 34.018942101814524, -118.42325456755245 34.01890819151225, -118.42354958456937 34.0188429107406, -118.4237836253333 34.018791606143424, -118.42458905541473 34.01981236550275, -118.42480660274917 34.02008706917236, -118.425575612746 34.02108011541513, -118.42612342831386 34.021764876734174, -118.42659689311705 34.022356691501564, -118.42671480387519 34.02250499270905, -118.42717740892837 34.02309156515903, -118.42718375679651 34.02309959159181, -118.42729769377128 34.023244059459735, -118.42839891073623 34.02464031474201, -118.42869120252165 34.02500647650889, -118.42916117132886 34.02558804432918, -118.42922262616746 34.025666470280605, -118.43002319570918 34.02667827372216, -118.43010627071972 34.026789955549916, -118.4302109482314 34.02692939341053, -118.43043522771231 34.02722225975717, -118.43103134209754 34.027967117224605, -118.43111285737405 34.028068941159326, -118.43141686577312 34.02846148853288, -118.4315497784463 34.02863517101868, -118.43167936484545 34.02880540696932, -118.43191196712922 34.029110634274176, -118.43223943532203 34.02953266602705, -118.43237485224591 34.02970500078373, -118.43249671466725 34.02986008710861, -118.43311298072243 34.030639653468754, -118.43330737633579 34.03089414792263, -118.43343477580628 34.03105389331654, -118.43347181644725 34.0311003363154, -118.43350503952024 34.03114247916756, -118.43355654229892 34.031208932963295, -118.4334147331356 34.031230049412855, -118.43332238414692 34.03124376238413, -118.43293817804556 34.03130114589202, -118.43256551161882 34.031357769208945, -118.43233628816093 34.03138881422535, -118.43224165425748 34.03139984437174, -118.43205921157411 34.03142107945407, -118.4316188482614 34.03146868243159, -118.4312558690859 34.031502959495995, -118.43109432135057 34.03151828374726, -118.43097887173624 34.031531418385285, -118.43082880903478 34.03155357908892, -118.4303520977226 34.03159444015531, -118.43028611698644 34.031599484114935, -118.42992649756505 34.031626538337434, -118.42967903074984 34.0316404744431, -118.42934906567237 34.031655714975656, -118.42890358318695 34.0316731004976, -118.42865772694695 34.03167913765571, -118.42821052751226 34.03168311458705, -118.42803723446487 34.03167960999059, -118.42788873792885 34.03168425548735)))",9002954A,F
296,"MULTIPOLYGON (((-118.28207020942067 33.96009259373593, -118.28194049807793 33.96008838844498, -118.28131724395908 33.960089843541446, -118.28122490584634 33.96009005884716, -118.28091822577106 33.960090773428895, -118.28091783869738 33.95997536462744, -118.28091763596002 33.95991491690609, -118.28091320899595 33.95831979675611, -118.2809095836432 33.957020424847684, -118.28090896270952 33.956835276416456, -118.28090879111834 33.95678411164402, -118.28090844893731 33.95668208050238, -118.28090857175204 33.95602158487449, -118.28090862729964 33.955752978880255, -118.28089042604684 33.95524192043028, -118.28087283219945 33.954912906479414, -118.28085575051806 33.95473466512781, -118.28081677535407 33.95442012897482, -118.28077299601793 33.954147858486685, -118.28071584665253 33.95382168355874, -118.28054797035477 33.952925589422655, -118.28052282260938 33.952800951663534, -118.28049936510178 33.95268870053082, -118.28032783585255 33.95192030397392, -118.28019474296481 33.9513240542917, -118.28014112951288 33.95106830169557, -118.28012936173386 33.95100100674837, -118.28005065712617 33.95063572121646, -118.28001544355925 33.95045958369734, -118.28001045174888 33.95044585604625, -118.2799903545932 33.95035110194646, -118.27991828617951 33.94999921653624, -118.2798729531329 33.94975476057443, -118.27979722220863 33.94929192032622, -118.27978204778296 33.94919268051406, -118.27976517831955 33.94907629041827, -118.27973848992886 33.94898361246229, -118.27973349909276 33.94896884083365, -118.27970015024553 33.948857990054485, -118.27967007185349 33.94873715360757, -118.27965487201895 33.948627959206604, -118.27964456770071 33.948504659917575, -118.27961228384378 33.94821725384409, -118.279595068652 33.94799779862172, -118.2795918139877 33.94751659661297, -118.27959529596544 33.94731819450941, -118.28263651288833 33.9473049081291, -118.285998923392 33.94727244323339, -118.28692030577602 33.947189726164474, -118.28692054993209 33.94726101095777, -118.28692429951626 33.94787410477435, -118.28692555956212 33.948241983447005, -118.28693200943079 33.949161455058295, -118.28693948104606 33.95002261997516, -118.28693790056022 33.95010157118688, -118.28694017767512 33.95010156126207, -118.286948214934 33.95100558700806, -118.28268486660032 33.951025595407515, -118.28268420554328 33.9513182455076, -118.28268626075159 33.95192725062712, -118.28268918183089 33.95279281788604, -118.28268603268647 33.95283417642239, -118.28268671103284 33.95352820407691, -118.28268730892468 33.95419422156796, -118.2826875106312 33.95425398951508, -118.28268705542635 33.95509585382649, -118.28268687031422 33.95601743043367, -118.28268744406012 33.95618743423872, -118.28268915739189 33.9566950990152, -118.28268940546256 33.95676860250671, -118.28268979572599 33.957372446045355, -118.28269141986158 33.95785367113707, -118.28269182095255 33.957972511994654, -118.2826929931179 33.95831981564651, -118.28269438758086 33.95873298063845, -118.28269730638984 33.9600866172135, -118.28207020942067 33.96009259373593)))",9003029C,F
297,"MULTIPOLYGON (((-118.42788873792885 34.03168425548735, -118.42803723446487 34.03167960999059, -118.42821052751226 34.03168311458705, -118.42865772694695 34.03167913765571, -118.42890358318695 34.0316731004976, -118.42934906567237 34.031655714975656, -118.42967903074984 34.0316404744431, -118.42992649756505 34.031626538337434, -118.43028611698644 34.031599484114935, -118.4303520977226 34.03159444015531, -118.43082880903478 34.03155357908892, -118.43097887173624 34.031531418385285, -118.43109432135057 34.03151828374726, -118.4312558690859 34.031502959495995, -118.43137721016583 34.031653643932216, -118.43148185508161 34.03178516810462, -118.43162967789371 34.03196943537366, -118.43224505909434 34.032741241820794, -118.43229574565093 34.032804813269756, -118.43243193731182 34.03297263395882, -118.43243435021355 34.03297562472239, -118.43244048383166 34.03298322883523, -118.43329064112574 34.03403710765127, -118.43358633395322 34.03441113146871, -118.43368102075101 34.03453066757383, -118.43390365900909 34.03481942711896, -118.43391363549773 34.03483381762537, -118.43396185098057 34.034902341289026, -118.43402012284349 34.03500105454313, -118.43407847611205 34.035115226095876, -118.43411519581035 34.035194782543584, -118.43414858935155 34.03526919866925, -118.4341837201887 34.0353607836798, -118.43419896389494 34.035391231391884, -118.4341937862586 34.035392000088905, -118.43419014191564 34.03539254510028, -118.43390190210141 34.03543564152925, -118.4326946887576 34.035595587003144, -118.43224682124917 34.035665033535935, -118.43220493604832 34.035671533892376, -118.43205817146462 34.035694369463606, -118.4311116391681 34.0358410023059, -118.43110496303133 34.035842035862956, -118.43068453910288 34.03590710171753, -118.42941806840604 34.03609948356563, -118.4289081680442 34.03617460972265, -118.42850777037553 34.03623359803157, -118.4261660077445 34.0365726495821, -118.42569436218757 34.036642323386715, -118.4255548341932 34.036465577150544, -118.4251179978852 34.03591479448809, -118.42504823658845 34.0358260883886, -118.4244475002205 34.035060556834274, -118.42490287002975 34.03482395482267, -118.42532259314451 34.03460608163575, -118.42614721636062 34.034178295958206, -118.42700310616273 34.03373387974147, -118.42788038116365 34.033278058374236, -118.42875091810339 34.03279651572705, -118.42876408188108 34.03278923326216, -118.4282890333076 34.03218982305461, -118.42801994554299 34.031849350892166, -118.42788873792885 34.03168425548735)))",9003036A,F
